CH4	H2O	H2	NH3	Pt
1.8362680491E-02	5.2877239549E-02	-3.9532926689E-03	3.1100870915E-02	1.0311063384E+01
-2.5260441493E-02	-3.8045232877E-02	-1.0021785448E-02	-4.6150076630E-02	-1.5209799449E+00
2.8798900962E-01	3.6135493640E-01	5.3252639466E-02	3.0703275788E-01	3.5225259032E+01
-3.3104036195E-01	-3.6722738795E-01	-6.7530195523E-02	-3.1292091724E-01	-3.5065928297E+01
8.2022254665E-01	9.0899790021E-01	1.6389661338E-01	8.1869626700E-01	7.5670275226E+01
7.1863493276E-01	7.9408238189E-01	1.4708146623E-01	7.1673408702E-01	6.7047812110E+01
-3.5323161866E-01	-4.0904868068E-01	-6.3493768596E-02	-3.4835699222E-01	-3.9864768930E+01
1.6565085142E-01	1.9190099572E-01	3.9109609005E-02	1.7536770805E-01	1.4645176526E+01
6.7206715847E-01	7.7378768151E-01	1.2779420434E-01	6.9225824248E-01	6.5620292811E+01
-1.9749821530E-01	-2.4287418042E-01	-3.8534461720E-02	-2.2544544843E-01	-2.1973607990E+01
2.0696261136E-01	2.0478700710E-01	4.8310867303E-02	1.9551088323E-01	1.5045435924E+01
2.8641512730E-01	3.8852675379E-01	5.0433928502E-02	3.2612762008E-01	4.2893196528E+01
3.8523347710E-01	4.6976118861E-01	7.9620213200E-02	4.2522672397E-01	4.1434075464E+01
-6.8110994170E-01	-8.0594416298E-01	-1.2766434221E-01	-7.0030927254E-01	-7.7068728889E+01
-4.1383704154E-02	-8.1840185707E-02	-1.9658573165E-03	-5.3433839120E-02	-1.5169390525E+01
-2.2281955547E-01	-3.1607216416E-01	-3.1650341527E-02	-2.6798556547E-01	-3.5097917236E+01
-6.4379381371E-02	-7.2322837905E-02	-1.6678140616E-02	-7.4017398453E-02	-1.3750640494E+00
-7.8373158674E-02	-6.8294900635E-02	-2.5626681310E-02	-4.7775170112E-02	-7.5491098189E+00
8.7774967626E-02	3.8347751209E-02	2.3587424752E-02	5.3270303987E-02	-5.5729159267E+00
-1.1959330968E-01	-1.7804797975E-01	-3.0499045619E-02	-1.6392662534E-01	-1.7837018219E+01
-2.8340720590E-01	-3.0368862919E-01	-5.0484270314E-02	-2.5511694478E-01	-2.8806225730E+01
1.7227519871E-01	1.4578160232E-01	4.0802295195E-02	1.4374648458E-01	6.0272612978E+00
5.2778730661E-02	8.7230457365E-02	9.7952618006E-03	7.7537450033E-02	1.1062203850E+01
4.9698166603E-01	5.7735396062E-01	9.9880380526E-02	5.1088606566E-01	5.2557586071E+01
-4.4036359884E-01	-4.7963229107E-01	-8.8557000005E-02	-4.2825242213E-01	-3.8143429730E+01
4.3988427520E-01	4.4989379235E-01	8.4945498457E-02	4.0642630647E-01	3.6559134187E+01
4.9207717717E-01	5.3809440244E-01	1.1184290525E-01	4.8285942531E-01	4.2910201102E+01
-6.1123244049E-02	-1.3659633861E-01	-9.5186892468E-04	-1.0921780417E-01	-1.8474451064E+01
6.6426297635E-01	8.3498919815E-01	1.1138251260E-01	7.0861859825E-01	8.5787181790E+01
-6.2658145151E-01	-7.2422097515E-01	-1.2114977853E-01	-6.3648364482E-01	-6.8496250298E+01
-9.6173847976E-01	-1.1149085970E+00	-1.8778480023E-01	-9.8703125485E-01	-1.0121307606E+02
-7.6730772723E-02	-6.1423286119E-02	-1.0430134020E-02	-4.6751564268E-02	-6.4265262868E+00
-5.2942221446E-02	-6.6069610744E-02	-2.3575583171E-03	-5.6676554716E-02	-2.5577365236E+00
1.0263037837E-02	2.5205948125E-02	1.5286949904E-02	2.7134379021E-02	3.8799766754E+00
7.2877571177E-01	8.2052047811E-01	1.4198445859E-01	7.1630726243E-01	7.7469036640E+01
-2.3997505472E-03	-3.7629698809E-02	2.2982849402E-03	-9.3400512736E-03	-1.0685088880E+01
4.0133849000E-01	4.4695153187E-01	7.9266291313E-02	3.9610126875E-01	4.0853690091E+01
5.7468922419E-01	6.0803272059E-01	1.1915623931E-01	5.5663945962E-01	4.3221364917E+01
3.7159247350E-01	4.2709419572E-01	8.0566230053E-02	3.8743232621E-01	3.7790973627E+01
-4.5563231591E-02	-4.4662225460E-02	-9.4121332785E-04	-9.3399910026E-03	-9.8324134792E+00
5.4639117010E-01	6.7410986625E-01	1.1122888176E-01	6.0164268094E-01	6.1627895934E+01
-1.5910115673E-01	-1.8079963655E-01	-3.4946098260E-02	-1.6518775967E-01	-1.3049318598E+01
-3.7143681724E-01	-4.0051468038E-01	-7.1517660335E-02	-3.6682767274E-01	-2.9982533991E+01
-3.2171952205E-01	-4.3862224527E-01	-6.7866858680E-02	-3.7027984195E-01	-4.7293670636E+01
9.5894011737E-02	8.3196233987E-02	1.3467805530E-02	7.0330479273E-02	5.6610571689E+00
3.1623652057E-01	4.1640531064E-01	6.4096827337E-02	3.6974708108E-01	3.6294285666E+01
-2.8640546738E-02	-4.9026371787E-02	-9.6891236781E-03	-4.7073101976E-02	-5.9832019969E+00
3.0728208800E-01	3.9454625005E-01	6.1627589461E-02	3.4509764351E-01	3.8659226490E+01
7.7109019145E-03	1.8424138963E-03	6.4615680642E-03	1.4947452476E-03	-1.7523439343E+00
5.0014966206E-01	6.2230000487E-01	8.9410765168E-02	5.3675106485E-01	6.4453864633E+01
1.3875666865E-01	2.0187131361E-01	2.0509494593E-02	1.8028986575E-01	1.8407223652E+01
7.3133997033E-02	7.9445964595E-02	1.3560417506E-02	6.6424596848E-02	9.8339436405E+00
7.0806664186E-03	-1.7307750752E-02	-8.2377031725E-03	8.1556203071E-03	-1.2229189682E+01
2.6329197046E-01	3.2866111813E-01	4.6841611251E-02	2.7763801198E-01	3.2655565978E+01
3.8423318891E-01	4.4029516497E-01	7.6056549364E-02	4.1477795432E-01	3.5462662592E+01
1.3288413724E-01	1.8657206446E-01	2.4855952452E-02	1.5360604335E-01	2.2983656015E+01
-3.3151947093E-02	-3.3227205698E-02	-6.0674597436E-03	-3.9056616532E-02	-4.3588614959E-01
-5.0664287500E-01	-5.7483836817E-01	-9.7866250978E-02	-5.0321958466E-01	-5.4014950999E+01
2.7611331493E-01	3.1457916988E-01	4.8557202750E-02	2.8088821942E-01	2.5487108390E+01
1.9471730444E-01	2.2027988434E-01	3.7608518977E-02	2.0214443658E-01	1.7115376453E+01
3.0317099610E-01	3.8561564674E-01	5.9172859521E-02	3.2996567387E-01	3.9631571613E+01
2.7556095081E-01	3.3506471171E-01	5.1280714529E-02	3.0886792856E-01	2.6640752693E+01
3.4042359234E-01	3.8465176960E-01	6.5227162340E-02	3.4379115200E-01	3.6540307961E+01
-8.1690780775E-02	-8.9893953762E-02	-1.1923801121E-02	-8.3566404418E-02	-5.8388089555E+00
3.3019850767E-01	3.3389212629E-01	6.7440592980E-02	3.0763963409E-01	2.4459194289E+01
-2.9961043303E-01	-3.1351808112E-01	-7.6226694762E-02	-2.9126982788E-01	-2.9315459732E+01
-2.1374127120E-02	-2.4864434688E-02	-5.9547745605E-03	-2.3870832170E-02	-1.9481972794E+00
-4.9254974965E-01	-5.8455274234E-01	-1.0015116715E-01	-5.1191572322E-01	-5.5926872753E+01
-3.2730665974E-01	-3.7918676703E-01	-6.4588927940E-02	-3.6428931393E-01	-3.0105590178E+01
4.0865765005E-01	4.6601893496E-01	8.3568194073E-02	4.2716744342E-01	3.7048117656E+01
-8.2639659687E-01	-9.6445303705E-01	-1.6665183754E-01	-8.4354256589E-01	-9.1894049011E+01
2.1705152906E-01	2.8331520028E-01	4.0591277763E-02	2.3851483120E-01	2.8985193673E+01
1.3137493032E-01	1.5818490869E-01	2.9868174244E-02	1.2866546851E-01	1.8155140915E+01
8.2887862128E-01	9.2518758123E-01	1.7656970467E-01	8.2918230258E-01	8.2394854235E+01
-9.9196994415E-02	-2.0189509996E-01	-1.5445923951E-02	-1.6350890968E-01	-2.9808103878E+01
3.1865580421E-01	3.4177790980E-01	6.8471713380E-02	2.9201738880E-01	3.2329390387E+01
-1.1634852981E-01	-1.3651577711E-01	-3.1839532868E-02	-1.3591616421E-01	-1.3565388008E+01
-4.6102983298E-01	-5.2470982209E-01	-8.9700868862E-02	-4.7648177243E-01	-4.5450505591E+01
-6.0957671533E-01	-7.5410074839E-01	-1.2221743760E-01	-6.6091980619E-01	-7.4901290314E+01
-1.5740966795E-01	-1.3439346149E-01	-3.7367785596E-02	-1.2873572774E-01	-4.9760100329E+00
-8.6407394960E-01	-9.8133907141E-01	-1.8068627382E-01	-8.8003859219E-01	-8.4281118507E+01
7.2427509443E-02	1.2797573937E-01	1.8017719929E-02	9.6591552344E-02	1.9829372662E+01
-2.0206488237E-01	-2.3740638031E-01	-4.2565263788E-02	-2.1281591065E-01	-2.4353157592E+01
3.1235713380E-01	3.4382438525E-01	6.3173991352E-02	3.1673103396E-01	2.9950999628E+01
2.4941161196E-01	2.3881204658E-01	6.2525921860E-02	2.1028124604E-01	2.3254423499E+01
-2.7310514114E-01	-2.8711445051E-01	-5.2028397917E-02	-2.5230211524E-01	-2.3566444058E+01
-2.9576806099E-01	-3.0333820266E-01	-6.2965972902E-02	-2.7144858034E-01	-2.5979017870E+01
4.0827341240E-01	4.6527037079E-01	8.6449142432E-02	4.2467931031E-01	3.8274373642E+01
-5.2960606732E-01	-5.9093439383E-01	-9.9640229960E-02	-4.9569607111E-01	-5.7747732476E+01
-1.3753640908E-01	-1.3664987027E-01	-3.0677406049E-02	-1.2381157211E-01	-1.1422670285E+01
-1.4087678172E-01	-1.7787707466E-01	-2.0789693592E-02	-1.4616403882E-01	-1.9297474048E+01
2.4907878745E-01	2.5909420889E-01	4.5232623041E-02	2.2156445282E-01	2.0755930750E+01
5.7681990289E-02	-1.0043407686E-05	9.4839226025E-03	1.1093087936E-02	-9.0171283785E+00
3.5115825788E-02	4.7621968845E-02	6.6264970846E-03	4.7585099622E-02	3.5491953919E+00
-1.2591675147E-01	-1.7933720311E-01	-1.9080609068E-02	-1.4421212775E-01	-1.9780744901E+01
4.9818599090E-01	5.8267887982E-01	9.6521185067E-02	5.0763335352E-01	5.4855516257E+01
-5.8754258156E-01	-5.8613026463E-01	-1.3174479434E-01	-5.3231774773E-01	-4.2841841966E+01
6.3414869067E-02	9.4907193399E-02	1.2825042936E-02	9.4329315556E-02	7.7583996886E+00
5.6729984971E-01	6.3702263655E-01	1.1086214004E-01	5.5479563028E-01	5.7402221114E+01
-3.3606171752E-01	-3.6775685047E-01	-5.7414702955E-02	-3.2092490472E-01	-3.1623438793E+01
4.0111853826E-02	2.8471370813E-02	7.4122664097E-03	2.4344391639E-02	3.5322353395E+00
1.2913402465E-02	-1.9186003228E-02	-6.2035607821E-03	-1.1585920394E-02	-8.8671466607E+00
-6.0484251277E-01	-7.3568397183E-01	-1.2183919559E-01	-6.5797802472E-01	-6.5708910717E+01
-3.4616494211E-01	-4.6675834701E-01	-6.9541868787E-02	-4.1415256323E-01	-4.7534409638E+01
-4.9195547309E-03	-4.2673658236E-02	3.2168971080E-03	-2.3625735368E-02	-8.5759867670E+00
3.0263556014E-01	3.1899989850E-01	6.6189478824E-02	2.9126104047E-01	2.3491130531E+01
3.2992445756E-01	3.5244678027E-01	6.7213213623E-02	3.2089872916E-01	2.9574743715E+01
5.4052880020E-02	5.6865531159E-02	1.8032005397E-02	4.5167966036E-02	8.5284071543E+00
-1.1189440153E-01	-1.0485885375E-01	-1.9927011831E-02	-9.6772631821E-02	-3.9031198532E+00
1.4408653749E-01	2.0116639512E-01	2.2161327383E-02	1.7720412829E-01	1.4863785457E+01
-3.6704339613E-01	-4.6115935827E-01	-7.3024414449E-02	-3.9727984076E-01	-4.3226968412E+01
-4.9399814819E-02	-2.9593364162E-02	-9.9051450584E-03	-3.3138615162E-02	3.4175141453E+00
-5.0239610492E-01	-5.6883872308E-01	-1.0748103335E-01	-5.0719394746E-01	-5.2120253371E+01
-2.5504154798E-01	-2.8026491828E-01	-5.3955649207E-02	-2.4021096219E-01	-3.1981734460E+01
4.7340789678E-01	5.3043859721E-01	9.1414951157E-02	4.8001722670E-01	4.6503959446E+01
-2.8943233559E-01	-3.3042302844E-01	-6.0208568602E-02	-2.9517403324E-01	-2.8933655145E+01
6.6522241465E-01	7.2842335909E-01	1.3351300949E-01	6.5454981813E-01	6.0910748930E+01
-2.2749764049E-01	-2.3118584753E-01	-5.0123471472E-02	-1.9142551266E-01	-2.1046836167E+01
3.0094601592E-01	3.8124809401E-01	5.4418015905E-02	3.4526803528E-01	3.4720716254E+01
2.4351039560E-01	2.7712108180E-01	5.2811091966E-02	2.4234424727E-01	2.3702907823E+01
-5.5564863565E-01	-6.4576575068E-01	-1.0725889004E-01	-5.5670477748E-01	-6.3267953347E+01
-2.3102940674E-01	-3.0121308444E-01	-4.4461590787E-02	-2.7520935911E-01	-2.7555896181E+01
9.2461015979E-02	8.9387621537E-02	1.7789717480E-02	8.6847248360E-02	9.1358979674E+00
-3.9658357841E-01	-4.1701635533E-01	-7.8037287834E-02	-3.6490149087E-01	-3.6384615868E+01
-3.9600454831E-01	-4.4669614556E-01	-8.6807210747E-02	-4.1546138501E-01	-3.3178202001E+01
-8.3730717960E-01	-9.3633640100E-01	-1.6975566969E-01	-8.3892983111E-01	-8.1301462616E+01
-5.2031163955E-01	-6.1448416461E-01	-1.0746357554E-01	-5.5365862171E-01	-5.2883595957E+01
-4.5453640042E-01	-5.3817981950E-01	-8.2569963945E-02	-4.7222963717E-01	-5.0096744486E+01
-4.2147580926E-01	-4.8069902741E-01	-7.7413817150E-02	-4.2862587834E-01	-4.0671502515E+01
-2.4320918962E-03	1.1149309340E-02	-4.1107708356E-03	7.4863813777E-03	-9.9566734502E-01
2.4748817061E-01	2.3459167208E-01	5.5593559224E-02	2.4001036769E-01	9.4803513182E+00
1.3137037024E-01	8.6204606834E-02	3.7451554787E-02	9.5216941367E-02	8.3549431511E-01
2.6659059806E-01	2.6152020829E-01	5.4171822026E-02	2.4482157227E-01	1.4792265922E+01
-5.5432989470E-01	-6.3385512726E-01	-1.1546264048E-01	-5.7020956611E-01	-5.3826615912E+01
1.1925799320E-01	1.2825231415E-01	1.8368692420E-02	1.0009843891E-01	1.3939121665E+01
2.9618867147E-01	2.7041822702E-01	7.2427405066E-02	2.3509445282E-01	2.5160657379E+01
-6.4589587472E-01	-7.4518464189E-01	-1.3079921794E-01	-6.6454146505E-01	-6.5367397272E+01
-5.2481024593E-01	-6.3733859346E-01	-1.0036030028E-01	-5.4576842627E-01	-6.9114565917E+01
-3.7015842403E-01	-4.0955963840E-01	-7.7305145174E-02	-3.4046578656E-01	-4.2404395077E+01
-3.2262664094E-01	-3.1405120517E-01	-6.7281207140E-02	-2.9700175722E-01	-1.6570653351E+01
1.2281328107E-01	1.7758923535E-01	1.8868573463E-02	1.5623300840E-01	1.7573626834E+01
-2.4248997637E-02	-1.4544701402E-02	1.6750122397E-03	-2.4530925659E-02	4.6290473107E+00
-3.7161937555E-01	-4.7263651363E-01	-5.9530042123E-02	-4.2393909603E-01	-4.1756255177E+01
2.5267830578E-01	3.4169561994E-01	4.7991694980E-02	2.9735819874E-01	3.6089515079E+01
-2.1694283055E-01	-2.2460803332E-01	-4.0825972665E-02	-1.9037516928E-01	-2.1168742474E+01
4.9880441962E-01	5.7244840375E-01	1.0818358454E-01	5.1828291082E-01	5.0760408091E+01
-8.1977029044E-01	-9.3841062082E-01	-1.5656133794E-01	-8.2919713602E-01	-8.7033194425E+01
6.0498163734E-01	6.5324358865E-01	1.1785453339E-01	5.7575666078E-01	5.8550170261E+01
-1.2085672768E-01	-7.8851642058E-02	-2.5938432720E-02	-7.9330857693E-02	-1.9036871990E+00
-4.3412669673E-01	-4.7092678961E-01	-1.0203706897E-01	-4.3564064907E-01	-3.6035604188E+01
-2.5112407175E-01	-3.0426299129E-01	-4.4369006455E-02	-2.8166613333E-01	-2.1084473111E+01
-2.2784083247E-02	-1.1488658410E-02	-1.6479055700E-02	-2.1386223292E-02	4.7130434717E+00
4.5409159850E-01	5.0425946659E-01	8.1269403151E-02	4.6405287957E-01	3.6495423529E+01
-6.4348959001E-01	-7.6061652323E-01	-1.2273692246E-01	-6.5131828567E-01	-7.4309516575E+01
-1.1426640260E-01	-1.4269659622E-01	-1.8972251892E-02	-1.3211446967E-01	-1.1821743427E+01
-1.5182554795E-01	-1.7935986225E-01	-2.8594204616E-02	-1.3720509758E-01	-2.1362516722E+01
3.7874916347E-01	4.7290823510E-01	7.5312365924E-02	4.0393489880E-01	5.0339433242E+01
7.4718090420E-01	8.5991710710E-01	1.4598442958E-01	7.4173545677E-01	8.4960849738E+01
-9.5405257382E-01	-1.0655351944E+00	-1.9904516196E-01	-9.4415251983E-01	-9.4634746331E+01
8.5452358489E-01	9.9989066699E-01	1.6917744818E-01	8.8270006640E-01	9.2653165646E+01
3.4215189844E-01	4.4799295271E-01	5.8533759079E-02	3.8581332107E-01	4.6014573815E+01
-7.1375495734E-01	-8.2265143584E-01	-1.4207780323E-01	-7.4345109717E-01	-7.1091339310E+01
-2.9024483560E-01	-3.6187762047E-01	-5.6180020200E-02	-3.2381589841E-01	-3.6060104797E+01
7.4287817575E-01	8.3579523253E-01	1.4956761714E-01	7.3736001634E-01	7.3695350858E+01
5.3269655294E-01	6.2729715701E-01	1.1184795943E-01	5.3960837244E-01	6.2131645203E+01
-2.0663324511E-01	-2.1237770865E-01	-4.7108429176E-02	-1.8522627666E-01	-1.7742125900E+01
-6.9684655081E-02	-7.6192625822E-02	-1.4268040651E-02	-7.6058335740E-02	-4.4901691021E+00
1.8045619600E-01	1.7542320306E-01	3.8050626132E-02	1.7072998556E-01	6.9716074886E+00
7.3337402104E-01	8.0873601759E-01	1.4620324312E-01	7.2684116536E-01	6.3425506190E+01
-5.6384076481E-01	-6.2240819146E-01	-1.1187210072E-01	-5.6230876105E-01	-4.9699200213E+01
1.1856689469E-01	1.6407460453E-01	2.5354780678E-02	1.4515997226E-01	1.5602439879E+01
-6.5958143502E-02	-6.7856806539E-02	-7.0123695130E-03	-5.3625738503E-02	-4.5669840718E+00
2.4589221761E-01	3.2153456025E-01	5.1973276839E-02	2.8224807265E-01	3.4271463345E+01
-6.5522304300E-01	-7.6509698609E-01	-1.2777703424E-01	-6.6708753671E-01	-7.3364764436E+01
-1.5900830686E-02	-4.3112714211E-02	1.8175207007E-04	-3.8760903792E-02	-6.4358906937E+00
-2.4141167081E-01	-3.2128747970E-01	-4.6257224902E-02	-2.7443646877E-01	-3.4603456868E+01
4.5081482114E-01	5.1579699588E-01	8.5211769963E-02	4.5959870865E-01	4.5134304853E+01
3.4740343357E-01	4.2527715837E-01	6.1452520046E-02	3.5877994257E-01	4.6128141608E+01
-8.4945176693E-01	-9.4828819982E-01	-1.7839783456E-01	-8.4593764469E-01	-8.4505950128E+01
-4.4159215264E-01	-5.1935968308E-01	-8.5954866633E-02	-4.5795300333E-01	-4.7805086103E+01
-1.9384603131E-01	-2.3777530157E-01	-4.1317278206E-02	-2.0914980562E-01	-2.5233411966E+01
-4.1200741649E-01	-4.3254731742E-01	-7.8061387065E-02	-3.8300374000E-01	-3.3102024113E+01
-1.1126513326E-01	-1.4654553060E-01	-2.0354814833E-02	-1.3637902940E-01	-1.0692173018E+01
-1.5332772145E-01	-2.2820494817E-01	-2.5360908979E-02	-1.9523520613E-01	-2.3926950807E+01
4.3816660028E-01	4.9199007841E-01	9.7029242619E-02	4.3882174620E-01	4.1885591531E+01
3.9931305797E-01	4.7620633013E-01	7.5347716924E-02	4.3063109826E-01	3.9261540728E+01
-9.4309070261E-03	-5.1090002135E-02	-2.0184843398E-03	-4.7518813190E-02	-5.6202374026E+00
-4.0344807314E-01	-4.5306165708E-01	-7.2078204312E-02	-3.8371814492E-01	-4.0787293713E+01
-8.2341451898E-01	-9.1389780740E-01	-1.7479425838E-01	-8.0958698045E-01	-8.3432992003E+01
4.8849543898E-01	5.2465767394E-01	1.0462091493E-01	4.8098534393E-01	4.3348228029E+01
-4.2264433822E-01	-5.1734173150E-01	-8.2337267304E-02	-4.5017811833E-01	-5.1452705101E+01
-3.5394500579E-01	-3.6951896694E-01	-6.5793592362E-02	-3.3170715604E-01	-3.0580493999E+01
7.7015401459E-02	8.2368508303E-02	2.0023449352E-02	8.2644345086E-02	5.3261391100E+00
-3.5395142841E-01	-3.7740830579E-01	-7.0285370055E-02	-3.3914172265E-01	-3.1556524312E+01
-3.7756659310E-01	-4.4171448668E-01	-7.3504069362E-02	-3.9634223965E-01	-3.9018980696E+01
-3.0343144939E-01	-3.2111596346E-01	-6.7115748082E-02	-2.9567689326E-01	-2.3439939701E+01
-4.9518820947E-01	-5.1448452670E-01	-1.0336211488E-01	-4.6479711883E-01	-3.7584310159E+01
-2.0914355697E-01	-2.6304265635E-01	-3.0284653365E-02	-2.3146500592E-01	-2.6600783416E+01
-4.5088854739E-01	-5.3379918884E-01	-7.9266260788E-02	-4.6522535658E-01	-4.7294693687E+01
5.0927476347E-01	6.1636022187E-01	9.9885925067E-02	5.4011925333E-01	5.5339520609E+01
5.3771833032E-01	6.6889029970E-01	1.0274644666E-01	5.8407351190E-01	6.2692448466E+01
-1.0982527977E-01	-8.9218192689E-02	-2.4964174454E-02	-9.4053769452E-02	-1.5028356655E+00
-1.8859815290E-01	-2.4097349843E-01	-3.2208144464E-02	-2.0938892557E-01	-2.5718801155E+01
2.7928607017E-02	1.4379873102E-02	-2.3144432237E-03	3.0087635897E-02	-6.3476064842E+00
3.8718354896E-01	4.4701674831E-01	6.7075191704E-02	3.7927617436E-01	4.3313071955E+01
-7.8812268964E-01	-9.4072163807E-01	-1.5500510029E-01	-8.2799590295E-01	-8.5177562523E+01
-2.1897812886E-01	-2.5391068838E-01	-4.0614180558E-02	-2.4033476002E-01	-1.4172172095E+01
4.7371816371E-01	5.6272883472E-01	1.0634504097E-01	5.1247557404E-01	5.1430227638E+01
6.8205978835E-01	7.2788730322E-01	1.3581391085E-01	6.3910598118E-01	6.5024545688E+01
-8.7596930507E-02	-1.4505079060E-01	-2.0102906189E-02	-1.0324374179E-01	-2.4272979644E+01
8.7121984644E-02	1.2593577784E-01	9.2105600972E-03	1.1502870730E-01	8.9332230377E+00
4.9159103116E-01	5.5578295558E-01	9.6599078307E-02	4.7649896521E-01	5.1378160531E+01
1.4659521906E-01	1.6615968351E-01	3.1558620191E-02	1.3525219057E-01	1.9536235173E+01
3.3258421798E-02	-1.9013732114E-02	1.4295569989E-02	-1.4761708058E-02	-8.2882609349E+00
-3.5109803888E-01	-4.1106167186E-01	-5.6898197841E-02	-3.3297598553E-01	-4.4575645112E+01
1.2781994669E-01	1.7533013954E-01	2.1687871591E-02	1.2945772289E-01	2.7791801590E+01
-2.9559393272E-01	-3.6236695097E-01	-5.4147691818E-02	-3.1626858796E-01	-3.4635321892E+01
-6.5994127425E-02	-1.4258643449E-01	-1.7457181233E-02	-1.1435960198E-01	-1.6340822023E+01
-1.9790830474E-01	-2.1375983403E-01	-3.8457889394E-02	-1.9600465419E-01	-1.4886690068E+01
-1.2843569044E-01	-1.7042270582E-01	-2.4347401579E-02	-1.4057170720E-01	-1.9751907564E+01
2.3576110442E-01	2.3186622000E-01	5.0721448875E-02	2.1210068823E-01	1.9035014591E+01
7.5000898272E-01	8.6517219732E-01	1.6090212571E-01	7.7159710642E-01	7.8544907451E+01
-8.2242744970E-02	-6.4046012868E-02	-2.3051468550E-02	-8.1142167651E-02	2.0137237429E+00
1.3260527815E-02	2.7206197189E-02	1.6106684088E-03	2.0016252827E-02	5.3054670370E+00
-8.6073316227E-01	-9.8672399463E-01	-1.7320448961E-01	-8.7280187631E-01	-8.7023637713E+01
-1.7029259339E-01	-1.9665721390E-01	-3.4418974366E-02	-1.6752044680E-01	-1.7254069355E+01
-3.2689036001E-01	-3.9936581405E-01	-6.2336833456E-02	-3.5856608003E-01	-3.4571012862E+01
-2.0511057893E-02	2.8660486285E-02	-6.6837773179E-03	2.5764629988E-02	2.7568588281E+00
-4.4552046244E-01	-4.6637818018E-01	-8.7070663178E-02	-4.1116395759E-01	-4.0068635252E+01
8.5365836608E-01	9.1882827500E-01	1.6766869037E-01	8.2921446230E-01	7.1326904881E+01
8.2526215563E-01	9.4155199870E-01	1.7170075010E-01	8.6298730670E-01	7.6814714547E+01
1.8371220022E-01	2.0648379081E-01	4.3856197103E-02	1.9938737992E-01	1.2048280697E+01
-2.3626252098E-01	-2.1913669079E-01	-5.5074787770E-02	-2.0442082858E-01	-1.3726846862E+01
1.7729297121E-01	1.7275262582E-01	3.6202529542E-02	1.6241162278E-01	1.4053898598E+01
1.9137162628E-01	2.6001880286E-01	4.4263651603E-02	2.3359878894E-01	2.5664497439E+01
-4.3092973307E-01	-4.9163329108E-01	-8.3267140850E-02	-4.2225064598E-01	-4.7326137224E+01
-9.8285816727E-02	-8.1108990365E-02	-2.6202596220E-02	-6.9154009675E-02	-8.5854692407E+00
1.9177825309E-01	1.7057519636E-01	3.5970292188E-02	1.4382061061E-01	1.3447538556E+01
1.0742556911E-01	1.4237582191E-01	1.3884923236E-02	1.2413487248E-01	1.6210507180E+01
4.6383174862E-01	5.5321156718E-01	8.3108478037E-02	4.7327464119E-01	5.5376525803E+01
3.5400688138E-01	4.5055264108E-01	6.3131899422E-02	3.9694716725E-01	4.1418979189E+01
-1.8725101222E-01	-2.3218912897E-01	-2.9360835515E-02	-2.0917270677E-01	-1.9373670623E+01
1.8847442212E-01	2.7471869410E-01	3.3847687781E-02	2.3150289021E-01	3.2670410893E+01
-9.2025702986E-01	-1.0462580462E+00	-1.8957403055E-01	-9.1176253658E-01	-9.5003548600E+01
-1.1263378311E-02	-4.5786029640E-02	-3.0783607482E-03	-4.4507180548E-02	-5.0584482126E-01
8.4873605429E-01	9.6633968767E-01	1.7191876044E-01	8.6941699446E-01	8.3040906991E+01
1.8959785957E-01	1.8872425963E-01	4.5405229149E-02	1.9817828161E-01	8.7849649376E+00
-2.6400289683E-02	-3.2925236503E-03	-4.5372632077E-04	1.5165590115E-04	1.4479545074E+00
2.4426623671E-01	2.9913483505E-01	4.5877175893E-02	2.4137947466E-01	3.3052870366E+01
-2.1179576044E-01	-2.4725007722E-01	-3.4172000682E-02	-1.9961375794E-01	-2.9365950490E+01
8.0971879419E-01	9.8268103509E-01	1.5955685680E-01	8.7159340137E-01	9.4198972848E+01
-2.0445847976E-01	-1.8738233349E-01	-4.5657969808E-02	-1.7453549647E-01	-1.1693079154E+01
7.2163432397E-01	8.7179508700E-01	1.4754470865E-01	7.5992267690E-01	8.5516714656E+01
3.5952152120E-01	4.0311925465E-01	7.3773311450E-02	3.5066340186E-01	3.7309523216E+01
-4.3724617876E-01	-4.7445997266E-01	-1.0151637296E-01	-4.3603681175E-01	-3.8453689427E+01
3.1732074738E-01	3.5221806848E-01	6.5990357699E-02	3.1151625691E-01	3.0857031688E+01
-2.5490194461E-01	-3.0672992913E-01	-4.7373052430E-02	-2.5580839873E-01	-3.2815072193E+01
-6.3240200142E-01	-7.2011919449E-01	-1.1968627735E-01	-6.1603447356E-01	-7.0549038262E+01
-7.6658924367E-02	-8.3183283343E-02	-1.6006492155E-02	-8.6521318481E-02	-6.3808689373E+00
-5.0014320559E-01	-5.9432855932E-01	-9.7069760003E-02	-5.2528926190E-01	-5.3206873154E+01
-4.9366425536E-01	-5.7823865478E-01	-1.0558831740E-01	-5.1234236604E-01	-5.3821142889E+01
-4.9902203789E-03	-1.9481932843E-02	5.3444529172E-03	-1.8248788761E-03	-6.7784459164E+00
3.6018858178E-01	3.7038676741E-01	7.1081679280E-02	3.2736271760E-01	2.8840437719E+01
-1.4319103073E-01	-1.1288772594E-01	-3.1437865925E-02	-1.1420210906E-01	-4.8190691998E+00
-2.8769766881E-01	-3.6541997366E-01	-6.5345061144E-02	-3.2546269153E-01	-3.5398123789E+01
