Ea=212.63954509049654	delta_Ea
217.10300761461258	4.463462524116039
207.8569257259369	-4.78261936455965
208.18845097720623	-4.45109411329031
241.7711338326335	29.131588742136955
195.19261237978935	-17.446932710707188
200.54924073070288	-12.090304359793663
228.15338992327452	15.513844832777977
209.42022743076086	-3.2193176597356796
199.22864081710577	-13.41090427339077
181.24252992868423	-31.397015161812305
194.38497272133827	-18.254572369158268
211.63386415690184	-1.0056809335947037
198.51866910606623	-14.120875984430313
250.8380693718791	38.19852428138256
209.52485922724009	-3.1146858632564545
214.27776063233614	1.6382155418395996
205.33465676754713	-7.3048883229494095
205.55989659577608	-7.079648494720459
197.618192858994	-15.021352231502533
193.35137247294188	-19.288172617554665
227.92539176344872	15.285846672952175
187.45846194028854	-25.181083150207996
207.75652622431517	-4.883018866181374
197.06853948533535	-15.57100560516119
203.53650530427694	-9.103039786219597
241.08759108930826	28.448045998811722
221.8505277633667	9.21098267287016
209.9448953717947	-2.6946497187018394
226.0387608334422	13.399215742945671
229.27438263595104	16.634837545454502
232.82336257398129	20.183817483484745
192.98574867099524	-19.653796419501305
216.6736752167344	4.034130126237869
219.81239869445562	7.172853603959084
201.4069958999753	-11.23254919052124
203.84331677109003	-8.79622831940651
207.07163570076227	-5.567909389734268
231.87343945354223	19.233894363045692
215.0597774758935	2.4202323853969574
207.034906193614	-5.604638896882534
233.02533184736967	20.38578675687313
206.94740357249975	-5.692141517996788
226.4867002144456	13.847155123949051
208.12453446537256	-4.515010625123978
211.1418427079916	-1.49770238250494
183.9739066362381	-28.665638454258442
205.04525288939476	-7.59429220110178
217.29962592571974	4.660080835223198
191.69461330026388	-20.94493179023266
223.4211440384388	10.781598947942257
200.18689762055874	-12.452647469937801
216.5783247873187	3.9387796968221664
207.95239773392677	-4.687147356569767
218.89852365851402	6.258978568017483
213.91721709817648	1.2776720076799393
216.53430562466383	3.8947605341672897
212.019626788795	-0.6199183017015457
242.3384159207344	29.698870830237865
198.70494601875544	-13.934599071741104
212.12997809052467	-0.5095669999718666
228.30827001482248	15.668724924325943
215.87109757214785	3.231552481651306
199.24797067791224	-13.391574412584305
205.58076553046703	-7.058779560029507
210.1801130771637	-2.459432013332844
214.55033095180988	1.910785861313343
194.8070117533207	-17.832533337175846
170.89453755319118	-41.745007537305355
196.96645434200764	-15.673090748488903
219.36986088007689	6.730315789580345
226.0519385561347	13.41239346563816
214.19012362509966	1.550578534603119
207.95992418378592	-4.679620906710625
193.40537087619305	-19.234174214303493
185.83036818355322	-26.80917690694332
205.64324706047773	-6.9962980300188065
216.17416014522314	3.5346150547266006
232.7701938673854	20.130648776888847
199.19396468251944	-13.445580407977104
220.9988280236721	8.359282933175564
206.69193805754185	-5.947607032954693
202.35211358219385	-10.287431508302689
193.1821934208274	-19.45735166966915
212.99702348560095	0.35747839510440826
229.1231200620532	16.483574971556664
222.1809607371688	9.541415646672249
228.33611423522234	15.6965691447258
228.05853731185198	15.418992221355438
224.01671723276377	11.377172142267227
203.39852622896433	-9.241018861532211
207.50152035057545	-5.138024739921093
238.11363957822323	25.47409448772669
174.69787606596947	-37.94166902452707
225.01264664530754	12.373101554811
225.49686907231808	12.857323981821537
201.90791725367308	-10.731627836823463
201.81153569370508	-10.828009396791458
213.9799689054489	1.3404238149523735
191.44800443947315	-21.191540651023388
240.1893352419138	27.549790151417255
201.99526551365852	-10.644279576838017
218.95285622775555	6.3133111372590065
203.57673297077417	-9.062812119722366
207.4996765255928	-5.139868564903736
251.37893253564835	38.739387445151806
208.6983381509781	-3.9412069395184517
210.81957545876503	-1.8199696317315102
222.6344564706087	9.994911380112171
215.46640760451555	2.8268625140190125
228.69680508226156	16.057259991765022
200.08515361696482	-12.554391473531723
206.56569085270166	-6.073854237794876
196.49671202152967	-16.142833068966866
234.99488620460033	22.355341114103794
215.31437831372023	2.674833223223686
214.72945073992014	2.0899056494235992
188.0254000723362	-24.614145018160343
224.9948182851076	12.355273194611073
198.9618083909154	-13.677736699581146
184.723943695426	-27.915601395070553
189.12616593390703	-23.513379156589508
233.08611599355936	20.44657090306282
219.83319434523582	7.1936492547392845
215.01081658899784	2.371271498501301
192.79002352058887	-19.849521569907665
219.2267794162035	6.587234325706959
220.35274922847748	7.713204137980938
213.73738020658493	1.0978351160883904
221.64685633033514	9.0073112398386
235.91880344599485	23.279258355498314
219.91989291459322	7.28034782409668
249.8530549183488	37.21350982785225
208.90101680904627	-3.7385282814502716
227.68333315104246	15.043788060545921
233.1338643282652	20.49431923776865
179.05240333080292	-33.58714175969362
178.50446598231792	-34.135079108178616
187.66546753048897	-24.974077560007572
183.0428374260664	-29.59670766443014
200.01506915688515	-12.624475933611393
232.33138907700777	19.69184398651123
209.4233860746026	-3.216159015893936
187.16330717504025	-25.476237915456295
207.39907962828875	-5.240465462207794
216.8911444991827	4.251599408686161
174.0632572695613	-38.57628782093525
209.76904816925526	-2.8704969212412834
193.80469347536564	-18.8348516151309
179.93941786885262	-32.700127221643925
180.43753630667925	-32.20200878381729
185.21023283153772	-27.429312258958817
218.41204230487347	5.772497214376926
194.23645470291376	-18.40309038758278
217.85836891829967	5.218823827803135
179.1066543608904	-33.53289072960615
204.70607180148363	-7.933473289012909
193.60250505805016	-19.037040032446384
200.46193201094866	-12.177613079547882
222.33954828232527	9.700003191828728
218.2453619763255	5.605816885828972
186.28078634291887	-26.358758747577667
166.88272240012884	-45.7568226903677
206.04789523035288	-6.5916498601436615
210.7777822241187	-1.8617628663778305
213.6695848852396	1.030039794743061
213.78124099969864	1.1416959092020988
211.01440110057592	-1.6251439899206161
229.3878240659833	16.748278975486755
207.82818832993507	-4.811356760561466
207.45599319785833	-5.1835518926382065
236.96513428539038	24.325589194893837
198.98491987586021	-13.654625214636326
202.1707262992859	-10.468818791210651
184.6693637445569	-27.970181345939636
243.2730976343155	30.63355254381895
233.46415289491415	20.82460780441761
214.8227275982499	2.183182507753372
199.80868810415268	-12.83085698634386
225.6781546920538	13.038609601557255
