temperature	q	S
298.15	11.877499543976812	0.04806330392894691
300.0	12.123606547567736	0.04839069910332359
310.0	13.542502257529007	0.05015354078464875
320.0	15.122723015784722	0.05190504237164373
330.0	16.881837454364625	0.05364547348851079
340.0	18.83925373163653	0.055375035933534995
350.0	21.016400046430732	0.05709387471849967
360.0	23.436921815438314	0.05880208834686333
370.0	26.126896944800357	0.0604997381494014
380.0	29.115070741378755	0.062186856590901174
390.0	32.43311213193907	0.06386345452874614
400.0	36.115892990003026	0.06552952745043071
410.0	40.20179251108341	0.06718506074738233
420.0	44.73302872805488	0.06883003410098618
430.0	49.7560194202261	0.07046442506655129
440.0	55.32177484297535	0.07208821194456484
450.0	61.48632489034481	0.07370137602781537
460.0	68.31118350155263	0.07530390330925447
470.0	75.86385333479781	0.07689578572986681
480.0	84.21837395889571	0.07847702203913243
490.0	93.45591705609978	0.08004761833346563
500.0	103.66543238893665	0.08160758833071291
510.0	114.94434856102023	0.08315695343167459
520.0	127.39933289772428	0.08469574261286965
530.0	141.1471150884251	0.08622399218850552
540.0	156.31537956898597	0.0877417454739074
550.0	173.0437319825425	0.08924905237753265
560.0	191.48474543979438	0.09074596894413753
570.0	211.80509270834904	0.09223255686765906
580.0	234.1867708957049	0.09370888298889056
590.0	258.82842565376836	0.09517501879002234
600.0	285.9467824260551	0.09663103989554978
610.0	315.77819278368014	0.09807702558687181
620.0	348.58030445472446	0.09951305833607266
630.0	384.6338642455528	0.10093922336285209
640.0	424.24466368415204	0.10235560821731297
650.0	467.74563788673686	0.1037623023902845
660.0	515.4991288619838	0.10515939695203022
670.0	567.899325224666	0.10654698421952935
680.0	625.3748910946763	0.10792515745200033
690.0	688.3917978110494	0.10929401057393924
700.0	757.4563729964008	0.1106536379246463
710.0	833.1185824680393	0.11200413403300148
720.0	915.9755615109268	0.11334559341610015
730.0	1006.6754131078696	0.11467811040027295
740.0	1105.921291867068	0.11600177896296328
750.0	1214.4757936000287	0.11731669259392705
760.0	1333.1656717874441	0.11862294417423487
770.0	1462.8869035308187	0.1199206258715933
780.0	1604.6101290274717	0.12120982905055652
790.0	1759.3864901300983	0.12249064419626333
800.0	1928.3538951640062	0.12376316085040619
810.0	2112.743738879797	0.12502746755821786
820.0	2313.8881082217536	0.12628365182533938
830.0	2533.2275064972805	0.12753180008351356
840.0	2772.319130546016	0.1287719976641294
850.0	3032.8457376340316	0.13000432877871787
860.0	3316.6251410447335	0.13122887650557724
870.0	3625.620375709677	0.13244572278177627
880.0	3961.9505777259646	0.13365494839985154
890.0	4327.902624248547	0.13485663300858014
900.0	4725.943583033094	0.13605085511726936
910.0	5158.73402384427	0.13723769210305808
920.0	5629.142247044313	0.1384172202207805
930.0	6140.259487944119	0.1395895146149871
940.0	6695.416158942739	0.14075464933376372
950.0	7298.199195109817	0.141912697344029
960.0	7952.470572687291	0.14306373054802707
970.0	8662.387074012033	0.14420781980076644
980.0	9432.421376598557	0.14534503492818607
990.0	10267.384548582164	0.1464754447458561
1000.0	11172.450037416262	0.1475991170780471
1010.0	12153.179243657125	0.14871611877702226
1020.0	13215.548776863276	0.14982651574242847
1030.0	14365.979496099475	0.15093037294067801
1040.0	15611.367443278768	0.1520277544242314
1050.0	16959.11678361181	0.15311872335070253
1060.0	18417.17487377683	0.15420334200172295
1070.0	19994.06958508723	0.15528167180151142
1080.0	21698.949015935235	0.1563537733351053
1090.0	23541.62373514032	0.1574197063662187
1100.0	25532.611705548796	0.15847952985469987
1110.0	27683.186045334027	0.1595333019735675
1120.0	30005.425792946564	0.16058108012561
1130.0	32512.269850585886	0.1616229209595384
1140.0	35217.57429042089	0.1626588803856858
1150.0	38136.1732176016	0.16368901359125274
1160.0	41283.94339439341	0.16471337505509753
1170.0	44677.87284055317	0.16573201856207692
1180.0	48336.13363637126	0.16674499721693986
1190.0	52278.15916665414	0.167752363457786
1200.0	56524.72605632956	0.1687541690690932
1210.0	61098.04106136336	0.16975046519432818
1220.0	66021.8331922872	0.1707413023481491
1230.0	71321.45136189724	0.17172673042821227
1240.0	77023.96786360267	0.17270679872659633
1250.0	83158.28800252663	0.17368155594085524
1260.0	89755.26621780451	0.17465105018471433
1270.0	96847.82905162213	0.17561532899842172
1280.0	104471.10533842778	0.17657443935876801
1290.0	112662.56400645385	0.17752842768878813
1300.0	121462.15990324349	0.17847733986715703
1310.0	130912.48807732848	0.17942122123729332
1320.0	141058.9469695725	0.18036011661618115
1330.0	151949.9109900311	0.18129407030292474
1340.0	163636.91297951687	0.18222312608704494
1350.0	176174.83707943343	0.183147327256531
1360.0	189622.1225589068	0.1840667166056576
1370.0	204040.97917482856	0.18498133644257736
1380.0	219497.6146681937	0.18589122859670018
1390.0	236062.4750290858	0.18679643442586782
1400.0	253810.49819292204	0.18769699482333457
1410.0	272821.38186212187	0.18859295022456027
1420.0	293179.86618031	0.18948434061382816
1430.0	314976.0320205078	0.19037120553069176
1440.0	338305.61568460584	0.19125358407626109
1450.0	363270.34084877686	0.19213151491933475
1460.0	389978.26862845116	0.193005036302384
1470.0	418544.1666770846	0.1938741860473982
1480.0	449089.89827529603	0.19473900156159374
1490.0	481744.83241106337	0.19559951984299684
1500.0	516646.27589762985	0.19645577748590198
1510.0	553939.9286236871	0.19730781068621508
1520.0	593780.3630802569	0.19815565524668263
1530.0	636331.529360675	0.19899934658201504
1540.0	681767.2868841637	0.1998389197239057
1550.0	730271.9641498144	0.20067440932595312
1560.0	782040.9478864452	0.20150584966848692
1570.0	837281.3030247913	0.2023332746633041
1580.0	896212.4249820475	0.20315671785831788
1590.0	959066.7258148319	0.2039762124421226
1600.0	1026090.3558653807	0.20479179124847838
1610.0	1097543.9625973287	0.2056034867607175
1620.0	1173703.4883917784	0.2064113311160768
1630.0	1254861.0091517135	0.20721535610995756
1640.0	1341325.6156432102	0.2080155932001156
1650.0	1433424.3395855364	0.2088120735107843
1660.0	1531503.1265890703	0.2096048278367331
1670.0	1635927.8581303044	0.21039388664726197
1680.0	1747085.4248470599	0.21117928009013598
1690.0	1865384.8535344785	0.21196103799546004
1700.0	1991258.4903237075	0.21273918987949691
1710.0	2125163.2426303606	0.21351376494842916
1720.0	2267581.8825690974	0.2142847921020668
1730.0	2419024.4146441417	0.215052299937503
1740.0	2580029.5106433537	0.2158163167527177
1750.0	2751166.0147857224	0.21657687055013194
1760.0	2933034.5222991477	0.21733398904011314
1770.0	3126269.034737092	0.2180876996444331
1780.0	3331538.695479282	0.2188380294996789
1790.0	3549549.6090037874	0.21958500546062
1800.0	3781046.7476644986	0.22032865410352884
1810.0	4026815.949861142	0.22106900172945987
1820.0	4287686.013646944	0.22180607436748534
1830.0	4564530.889983445	0.22253989777788902
1840.0	4858271.980021982	0.2232704974553197
1850.0	5169880.540968223	0.22399789863190453
1860.0	5500380.205268596	0.2247221262803228
1870.0	5850849.618047658	0.2254432051168413
1880.0	6222425.197921472	0.22616115960431105
1890.0	6616304.026516174	0.22687601395512833
1900.0	7033746.872231552	0.227587792134157
1910.0	7476081.354008547	0.22829651786161617
1920.0	7944705.251085415	0.2290022146159316
1930.0	8441089.964962654	0.22970490563655266
1940.0	8966784.140038949	0.23040461392673384
1950.0	9523417.4496325	0.23110136225628408
1960.0	10112704.55436232	0.2317951731642801
1970.0	10736449.240133675	0.23248606896174942
1980.0	11396548.743251104	0.23317407173431884
1990.0	12094998.27047121	0.2338592033448318
2000.0	12833895.72210658	0.2345414854359334
