Hf	deltaHf ref=42.747022652870626
43.646668256292585	0.8996456034219591
45.90734338110208	3.1603207282314543
44.439837326706154	1.692814673835528
53.93185036757798	11.184827714707353
33.958209697800456	-8.78881295507017
46.97698944973247	4.229966796861845
46.27282169332041	3.525799040449783
26.07844791966211	-16.668574733208516
26.21082234139915	-16.536200311471475
3.8948039134587162	-38.85221873941191
56.852309566416196	14.10528691354557
13.13776132809592	-29.609261324774707
28.9374636437163	-13.809559009154327
59.47688366883388	16.72986101596325
51.28867332986859	8.54165067699796
56.76677921436506	14.019756561494432
28.838298013102147	-13.90872463976848
36.879335331457085	-5.867687321413541
38.37873762597458	-4.3682850268960465
25.03138623705611	-17.715636415814515
40.46901563245349	-2.278007020417135
13.296070698200609	-29.450951954670018
29.1435412635213	-13.603481389349326
24.302181452181074	-18.444841200689552
45.509000208406476	2.76197755553585
14.156672785847448	-28.59034986702318
70.21769765198708	27.470674999116454
42.71474437629816	-0.03227827657246962
46.19007748266752	3.4430548297968926
54.15452519065305	11.40750253778242
73.55009158372134	30.803068930850714
20.30505791698245	-22.441964735888178
24.582651971682324	-18.164370681188302
46.11011834952235	3.363095696651726
31.153847819750197	-11.593174833120429
24.632726517450763	-18.114296135419863
29.63714889080741	-13.109873762063216
38.747026229847805	-3.9999964230228215
13.809816716343747	-28.93720593652688
15.651914547418826	-27.0951081054518
73.7893996278029	31.042376974932267
29.959361278033	-12.787661374837626
39.62547834757727	-3.121544305293355
41.016314053503564	-1.7307085993670626
57.269992746590404	14.522970093719778
45.69186653019581	2.9448438773251837
56.91393905453454	14.166916401663912
49.82915363795776	7.082130985087133
6.897079467776464	-35.84994318509416
25.463297514131526	-17.2837251387391
50.30271406198456	7.555691409113933
26.410148462414625	-16.336874190456
39.9722352656275	-2.774787387243123
51.56685491974652	8.819832266875892
40.67219970403251	-2.0748229488381185
25.572577821239364	-17.174444831631263
31.122374709232943	-11.624647943637683
46.16796584608103	3.4209431932104053
60.7983020860441	18.051279433173477
45.339713306824095	2.5926906539534684
81.38766998079093	38.640647327920306
65.59777824482019	22.850755591949564
44.52040451528167	1.7733818624110427
39.48145154101378	-3.2655711118568433
