Hf	deltaHf ref=-184.46719597738888
-181.4072724323389	3.059923545049969
-196.3703783732101	-11.903182395821204
-189.13312720445288	-4.665931227063993
-135.90045586765814	48.566740109730745
-196.24632454802236	-11.779128570633475
-179.70283505115844	4.764360926230438
-194.8832426600468	-10.416046682657907
-232.3146755823302	-47.84747960494133
-190.37919790171622	-5.912001924327342
-245.49276166187087	-61.02556568448199
-188.26194466838683	-3.794748690997949
-220.41392818365898	-35.9467322062701
-208.93799962777598	-24.470803650387097
-170.9781942542661	13.489001723122783
-161.73880320902867	22.72839276836021
-166.45822491428885	18.008971063100034
-208.99747093594237	-24.53027495855349
-182.28995560233784	2.177240375051042
-194.7448808277743	-10.277684850385413
-207.06075396553683	-22.59355798814795
-163.79995162947057	20.667244347918313
-220.5055558755896	-36.038359898200724
-223.93590899250307	-39.46871301511419
-214.9296644785693	-30.46246850118041
-169.48868518729182	14.978510790097062
-209.87871591483895	-25.411519937450066
-158.67202162107174	25.795174356317148
-209.85187666879688	-25.384680691407993
-183.5306644678833	0.9365315095055848
-171.6533289580159	12.813867019372992
-157.70084352272283	26.76635245466605
-201.78189491954004	-17.314698942151153
-224.40688659668854	-39.939690619299654
-180.32731677302695	4.139879204361932
-212.5556836774242	-28.08848770003533
-192.29788561458304	-7.830689637194155
-185.13732906750124	-0.6701330901123583
-195.97926579222735	-11.512069814838469
-220.69987047069776	-36.23267449330888
-225.77094788056752	-41.303751903178636
-139.62829751465074	44.83889846273814
-205.8949603791018	-21.42776440171292
-200.24536772295437	-15.778171745565487
-190.74565129408916	-6.278455316700274
-171.45442158256378	13.012774394825101
-218.35470898710378	-33.887513009714894
-140.86166359465756	43.605532382731326
-179.527175359098	4.940020618290873
-217.81380985728651	-33.34661387989763
-210.74800351491035	-26.28080753752147
-185.51690782084665	-1.0497118434577715
-194.3283186143865	-9.861122636997607
-205.76678460238804	-21.29958862499916
-187.73122940618964	-3.264033428800758
-170.02667487644544	14.440521100943442
-217.87191320361057	-33.40471722622169
-170.8472807807459	13.619915196642978
-176.7492380498054	7.717957927583484
-169.0582877408208	15.408908236568095
-177.65810075046215	6.809095226926729
-138.17018391729403	46.29701206009486
-159.93768796422705	24.52950801316183
-198.1300875854697	-13.662891608080827
-168.67016146386345	15.797034513525432
-186.59771168356133	-2.130515706172446
-175.2910958400073	9.176100137381582
-211.88923572160024	-27.42203974421136
-190.91278821386118	-6.445592236472294
-190.9454717008532	-6.478275723464321
-145.21646077964874	39.25073519774014
-187.6441340763024	-3.1769380989135243
-167.74023541329848	16.726960564090405
-176.43690976749826	8.030286209890619
-174.133434249253	10.333761728135869
-190.8975546557533	-6.430358678364428
-214.49501042212546	-30.027814444736578
-200.2983778494429	-15.831181872054003
-124.96960931666149	59.49758666072739
-221.23083839582	-36.76364241843112
-201.12357495986112	-16.656378982472233
-169.82016953292373	14.647026444465155
-188.5878977699224	-4.120701792533509
-249.41988272798085	-64.95268675059197
-188.19219851545245	-3.7250025380635634
-178.40492107398063	6.062274903408252
-213.4925886806352	-29.025392703246325
-175.3401936008206	9.12700237656827
-205.62073846914177	-21.153542491752887
-193.47424894052278	-9.007052963133901
-209.1168667758368	-24.649670798447914
-154.45439834996546	30.012797627423424
-151.20789287334378	33.2593031040451
-205.27595703425072	-20.80876105686184
-178.45417715465487	6.013018822734011
-173.2358404362651	11.231355541123776
-196.48091673928616	-12.013720761897275
-196.81859307901072	-12.351397101621842
-162.43617702955567	22.031018947833218
-184.26372190828738	0.20347406910150312
-195.8921049910034	-11.424909013614524
-165.67632308196812	18.790872895420762
-197.19393309082557	-12.726737113436684
-140.91589971095277	43.55129626643611
-151.1137181040733	33.35347787331557
-144.81186087873834	39.65533509865054
-195.92828561722604	-11.461089639837155
-177.53510417040275	6.932091806986136
-183.84798415906448	0.619211818324402
-181.03955171081657	3.4276442665723152
-187.76084525538795	-3.293649277999066
-191.89236413593358	-7.425168158544693
-141.90527641516132	42.56191956222756
-198.98304049812327	-14.51584452073439
-167.12127310420806	17.345922873180825
-152.04883471351536	32.41836126387352
-148.04749229339836	36.41970368399052
-230.9548489781639	-46.487653000775026
-185.3917228485709	-0.9245268711820245
-175.59382818160998	8.873367795778904
-166.99253649863135	17.47465947875753
-188.54939705790207	-4.082201080513187
-189.07548410549248	-4.608288128103595
-186.02156755114743	-1.5543715737585444
-185.03084724683617	-0.5636512694472913
-248.37415882367827	-63.90696284628939
-190.6580293524505	-6.190833375061629
-154.91397206242732	29.553223914961563
-188.8855130063505	-4.41831702896161
-173.8204051993573	10.646790778031573
-154.92333121276647	29.543864764622413
-171.2500966547425	13.21709932264639
