Hads	Hf	deltaHads ref=-3.7927535999915563	deltaHf ref=287.74776449731047
-3.5923236996750347	279.09328045179126	0.20042990031652153	-8.654484045519212
-3.6260280439746566	275.0658182206986	0.16672555601689965	-12.681946276611882
-3.579136077838484	277.42305936118953	0.21361752215307206	-10.32470513612094
-3.753872952191159	324.4306853149082	0.03888064780039713	36.68292081759773
-3.962574719917029	271.9393010681983	-0.16982111992547289	-15.80846342911218
-3.6701920174527913	267.98230723036806	0.12256158253876492	-19.765457266942406
-3.8606470313388854	272.23340298499846	-0.06789343134732917	-15.514361512312007
-3.593815458647441	258.1697109296778	0.19893814134411514	-29.57805356763265
-3.529564439028036	258.21188042834814	0.2631891609635204	-29.535884068962332
-3.884537101839669	259.7265083828927	-0.09178350184811279	-28.02125611441778
-3.668229825911112	263.6234688041681	0.12452377408044413	-24.124295693142358
-3.70789265766507	298.1608198163897	0.08486094232648611	10.413055319079206
-4.128703659866005	282.7559684495454	-0.3359500598744489	-4.991796047765092
-3.671634267549962	304.8838033557385	0.12111933244159445	17.136038858428037
-3.89363886625506	295.03857800667777	-0.10088526626350358	7.290813509367297
-3.8917117204982787	296.02676809367665	-0.09895812050672248	8.27900359636618
-3.805154099536594	273.41936838625935	-0.012400499545037746	-14.32839611105112
-3.5059734093374573	276.96159119459264	0.286780190654099	-10.786173302717827
-3.8584658803301863	253.7702856264168	-0.06571228033863008	-33.97747887089366
-3.6460763486102223	237.6509041783782	0.14667725138133392	-50.09686031893227
-3.889125314017292	319.1671694517123	-0.09637171402573586	31.41940495440184
-3.8441283266292885	277.1860452598968	-0.05137472663773224	-10.561719237413683
-3.813174569804687	279.20070306639	-0.020420969813130796	-8.54706143092045
-3.945491697930265	270.6037995764532	-0.15273809793870896	-17.143964920857286
-3.6321337421541102	291.38888717082824	0.16061985783744603	3.6411226735177706
-3.5697019409853965	306.04747608390846	0.22305165900615975	18.299711586597994
-3.828574454470072	311.0159146472499	-0.035820854478515685	23.2681501499394
-3.849433994910214	265.45175247856434	-0.05668039491865784	-22.296012018746126
-3.505553435708862	277.05303188574686	0.28720016428269446	-10.694732611563609
-3.509154938161373	287.2078070294848	0.2835986618301831	-0.5399574678256727
-3.9620065598282963	302.30010023712026	-0.16925295983674005	14.552335739809791
