Hf	deltaHf ref=-13.119746081613698
7.533369926158343	20.65311600777204
-9.113004043882825	4.006742037730874
-2.9685995936405334	10.151146487973165
16.77095289035526	29.89069897196896
-27.70306708033138	-14.583320998717682
4.0955592290748655	17.215305310688564
-11.008964386080038	2.1107816955336602
-32.328657365748654	-19.208911284134956
-8.028166774204578	5.09157930740912
-83.88452415773179	-70.76477807611809
5.2137100332230375	18.333456114836736
-62.274815948704486	-49.15506986709079
-53.84469512736075	-40.72494904574705
8.648297569908323	21.76804365152202
-0.27393790910252847	12.84580817251117
1.1029857066943123	14.22273178830801
-36.239393800128596	-23.119647718514898
-10.63860309178824	2.4811429898254573
-10.741085727490713	2.378660354122985
-11.788549226456666	1.3311968551570317
-17.810108505373933	-4.690362423760234
-59.6550081148697	-46.535262033256004
-50.26527570570295	-37.14552962408925
-46.47543779006344	-33.35569170844974
-4.623388488146588	8.49635759346711
-49.54210986634541	-36.422363784731715
12.129556241129762	25.24930232274346
-21.173799226012193	-8.054053144398495
1.5546447204006881	14.674390802014386
14.108368149657622	27.22811423127132
25.729078420529845	38.84882450214354
-27.823800245615416	-14.704054164001718
-49.3952960622363	-36.2755499806226
-19.366257644632128	-6.24651156301843
-42.26141828037623	-29.141672198762535
-30.39190088508883	-17.272154803475132
-33.86272442827874	-20.74297834666504
-19.953781486062212	-6.834035404448514
-60.511132598660765	-47.39138651704707
-42.89561434770701	-29.775868266093312
21.872093480652552	34.99183956226625
-43.9865815881011	-30.866835506487405
-28.908487131115976	-15.788741049502278
6.12248183922668	19.242227920840378
9.928866196442982	23.04861227805668
-22.23912215331336	-9.119376071699662
21.557386787976725	34.67713286959042
-3.2677300604799484	9.85201602113375
-59.31362668351619	-46.19388060190249
-38.556092113499176	-25.436346031885478
-10.581442067351304	2.538304014262394
-24.193620152723156	-11.073874071109458
-29.894345103933006	-16.774599022319308
1.2811582379991933	14.400904319612891
-14.289256470666146	-1.1695103890524479
-68.65773364017775	-55.537987558564055
-28.865002335437453	-15.745256253823754
-8.160065036669835	4.9596810449438635
4.111005287636658	17.230751369250356
-24.981199789001835	-11.861453707388137
37.61688373024401	50.73662981185771
22.797517711781552	35.91726379339525
-18.105984919641628	-4.98623883802793
-5.402677721775831	7.717068359837867
-13.11654789186548	0.003198189748218283
-22.300750818913798	-9.1810047373001
-28.693628103584047	-15.573882021970348
-16.946937610055897	-3.8271915284421993
-9.679557805046784	3.4401882765669143
40.595225375615996	53.714971457229694
-13.210419814068587	-0.09067373245488852
10.044838719292898	23.164584800906596
14.530067748234728	27.649813829848426
-3.712572425002577	9.407173656611121
-22.645963183934214	-9.526217102320516
-25.561836434494467	-12.442090352880768
-12.392340583067266	0.7274054985464318
49.775336048948816	62.895082130562514
-36.35846935609413	-23.238723274480435
-25.4814110942051	-12.361665012591402
-4.249184509007023	8.870561572606675
-21.755190083796037	-8.63544400218234
-66.19691700061492	-53.07717091900122
-17.568584989897204	-4.448838908283506
-8.642720308193816	4.477025773419882
-37.14028751918056	-24.020541437566862
-4.476447827294464	8.643298254319234
-60.212283854120756	-47.09253777250706
-5.642276935856785	7.477469145756913
-5.445053949219869	7.6746921323938295
16.870921436541835	29.990667518155533
3.1025929758953907	16.22233905750909
-23.191088449816448	-10.07134236820275
-5.358223096841243	7.761522984772455
22.178344310513353	35.29809039212705
-22.77161904902721	-9.65187296741351
-22.93455718377197	-9.814811102158274
16.006704582517273	29.12645066413097
-1.6037689954490588	11.51597708616464
-22.789071388392472	-9.669325306778774
-8.374167094075233	4.745578987538465
9.038946675941702	22.1586927575554
17.75005943631288	30.86980551792658
4.9748930221295495	18.094639103743248
15.996521921847602	29.1162680034613
-41.26366809053695	-28.143922008923255
-31.60899530897848	-18.48924922736478
-28.12527591215155	-15.005529830537853
-21.558393660971774	-8.438647579358076
-19.921574255592418	-6.80182817397872
-7.494573977174582	5.625172104439116
39.98180011735997	53.101546198973665
-21.486480064394414	-8.366733982780715
-7.518277348087281	5.601468733526417
8.185570062914053	21.30531614452775
45.29646569684439	58.41621177845809
-55.08638155055348	-41.966635468939785
-6.869891203891598	6.2498548777221
-3.1756999525049423	9.944046129108756
-3.765114388453071	9.354631693160627
2.4019525658851535	15.521698647498852
-31.603273504190724	-18.483527422577026
-15.02488021934812	-1.9051341377344215
10.059258592145056	23.179004673758755
-89.46724165068997	-76.34749556907627
-45.21208984888915	-32.09234376727545
32.68526158729685	45.80500766891055
-25.2047434994264	-12.084997417812701
-25.051718321624207	-11.93197224001051
-5.571186937314337	7.548559144299361
-6.612233842980345	6.507512238633353
25.498973943981696	38.618720025595394
-15.663982515902603	-2.544236434288905
-3.307726314112074	9.812019767501624
3.8413925647374754	16.961138646351174
-53.69806543299171	-40.57831935137801
-37.189809526108434	-24.070063444494735
-10.494940304236366	2.6248057773773326
-38.61861256030795	-25.498866478694254
-10.142071868637572	2.977674212976126
-19.72332613785227	-6.60358005623857
-20.912676074828482	-7.792929993214784
-48.33374697190709	-35.21400089029339
-23.011718464035653	-9.891972382421955
-18.95887226309685	-5.839126181483152
-90.78060689355596	-77.66086081194226
-68.0922618760768	-54.972515794463106
24.779500671143182	37.89924675275688
-63.77717237674631	-50.65742629513261
-24.520618294142764	-11.400872212529066
1.2952310787269425	14.41497716034064
-3.435634718795768	9.68411136281793
-7.476169356620517	5.643576724993181
-37.98428285891248	-24.86453677729878
-53.41393219201825	-40.29418611040455
-6.362031346880826	6.757714734732872
2.7511559413152327	15.87090202292893
-54.76328293393715	-41.64353685232345
6.606847915264666	19.726593996878364
-13.982967320475723	-0.8632212388620246
-16.618838172313986	-3.4990920907002874
4.153573352906392	17.27331943452009
-25.91397926218167	-12.794233180567971
-25.210412276438433	-12.090666194824735
18.314787795000598	31.434533876614296
-75.11745906281692	-61.99771298120322
-57.84436318568885	-44.72461710407515
-74.95547142154362	-61.83572533992992
-47.261214560693475	-34.141468479079776
-0.5601277308259114	12.559618350787787
-9.28428924185107	3.835456839762628
-33.92059355700155	-20.800847475387855
1.4405493769783106	14.560295458592009
-43.801020083085746	-30.681274001472048
-22.560976664880286	-9.441230583266588
-6.586980010145339	6.532766071468359
-9.636234895306984	3.483511186306714
-7.799766597900884	5.319979483712814
-5.701433908611648	7.41831217300205
-33.245826215987904	-20.126080134374206
-9.701781838574675	3.417964243039023
-20.948219531589416	-7.828473449975718
-14.411240910946503	-1.2914948293328052
-13.057958200089047	0.06178788152465131
-32.95188519874762	-19.83213911713392
8.509351598190847	21.629097679804545
-52.918961175509025	-39.79921509389533
-10.741480083491183	2.378265998122515
-2.581108015797213	10.538638065816485
-23.553799522890472	-10.434053441276774
2.760584452208718	15.880330533822416
-57.09537521286518	-43.97562913125148
-34.110760236838246	-20.991014155224548
-30.078103864153377	-16.95835778253968
-49.99640836010337	-36.876662278489675
-41.34804836446244	-28.228302282848745
-13.750203495433084	-0.6304574138193857
-4.1729731122130715	8.946772969400627
-20.701991370350584	-7.582245288736885
-10.90319721311505	2.2165488684986485
10.30458015522629	23.42432623683999
-11.489738327810187	1.6300077538035112
-8.721669125307812	4.398076956305886
-23.801344200920425	-10.681598119306727
-43.81797469645505	-30.698228614841355
-27.965401439224365	-14.845655357610667
-4.977369657960367	8.142376423653332
9.519703660048549	22.639449741662247
-34.642126514877305	-21.522380433263606
-5.726250943519403	7.393495138094295
-42.61793049565574	-29.498184414042043
-21.289436862420985	-8.169690780807287
21.281104287384665	34.40085036899836
9.331698786995844	22.451444868609542
-48.28961516748939	-35.16986908587569
3.0342736699868738	16.154019751600572
-7.623739994082712	5.496006087530986
36.13130519752042	49.25105127913412
-49.21610182855045	-36.09635574693675
-23.970466974492297	-10.850720892878599
-22.35148752234352	-9.23174144072982
-3.5678076334687603	9.551938448144938
-60.45898626531823	-47.33924018370453
-29.059149609684823	-15.939403528071125
-26.99113332485547	-13.87138724324177
-12.05709341406589	1.062652667547809
-2.675774372585579	10.44397170902812
-19.281031387067628	-6.16128530545393
-47.81248932101414	-34.69274323940044
0.24971037675743446	13.369456458371133
-44.69441584155254	-31.574669759938843
-36.743541419748794	-23.623795338135096
3.5242196062946505	16.64396568790835
-29.25296021424117	-16.133214132627472
-4.050116247303663	9.069629834310035
-35.51602361558878	-22.39627753397508
23.29130074941088	36.41104683102458
-31.960632828219673	-18.840886746605975
-52.551552017229255	-39.43180593561556
-13.657160807178002	-0.5374147255643038
-30.6210083887662	-17.5012623071525
-41.49514403339242	-28.375397951778723
5.073105388325644	18.19285146993934
-18.487741731335404	-5.367995649721706
6.111674500066442	19.23142058168014
-20.09284873790864	-6.973102656294941
21.055013228707253	34.17475931032095
29.42929097399349	42.54903705560719
-74.38219400656351	-61.26244792494981
6.203148853009338	19.322894934623037
-51.30882676735462	-38.18908068574092
-8.71148478782095	4.408261293792748
-6.6317825229006075	6.487963558713091
1.76530664950144	14.885052731115138
-30.040794094495936	-16.92104801288224
-0.17373572283656813	12.94601035877713
-39.882727945495276	-26.762981863881578
-23.85825976517924	-10.738513683565543
8.619034983280585	21.738781064894283
-53.88911643401195	-40.769370352398255
-7.935300242209337	5.184445839404361
1.3706552188715477	14.490401300485246
9.64854982548161	22.768295907095307
-1.9276081530941838	11.192137928519514
-32.5774539138755	-19.457707832261804
-1.499068837622758	11.62067724399094
-42.523373985280045	-29.403627903666347
-14.491344093718794	-1.3715980121050961
-59.31829199572792	-46.19854591411422
-22.99313560476992	-9.87338952315622
14.940455326844244	28.060201408457942
-47.0395398497011	-33.9197937680874
-19.18602000954968	-6.066273927935981
-28.13993092275166	-15.020184841137961
-13.784785364269624	-0.6650392826559255
-47.32598634271824	-34.20624026110454
6.298236592575563	19.41798267418926
-11.295773738146522	1.823972343467176
-26.441550696496847	-13.321804614883149
-26.31179718100873	-13.19205109939503
10.62252675673983	23.74227283835353
-12.505200488881087	0.6145455927326111
-100.48773574792256	-87.36798966630886
-15.102796741087218	-1.9830506594735198
-37.10895789456379	-23.98921181295009
-12.392774442671794	0.7269716389419045
-8.080131625548233	5.039614456065465
-6.284368060480915	6.835378021132783
-60.20350243198743	-47.08375635037373
-4.831225807264559	8.288520274349139
-23.20149813981959	-10.081752058205893
-24.803494937480423	-11.683748855866725
-21.61464026373403	-8.494894182120333
-22.566682463594475	-9.446936381980777
-17.984424273260515	-4.864678191646817
12.498026101228902	25.6177721828426
-21.719376034738957	-8.599629953125259
32.485003682629326	45.604749764243024
-23.315328205523542	-10.195582123909844
-20.695570664679394	-7.575824583065696
24.307403676609397	37.427149758223095
-30.005522945003463	-16.885776863389765
-6.198696456248285	6.921049625365413
36.2186472083896	49.338393290003296
-46.22247091438737	-33.102724832773674
-2.7354215744952626	10.384324507118436
-22.366144758891892	-9.246398677278194
-19.419330114974287	-6.299584033360588
-34.2039911544515	-21.084245072837803
-39.28382310193672	-26.16407702032302
-4.3427839610038745	8.776962120609824
-41.17183235834352	-28.052086276729824
