Hf	deltaHf ref=-32.51847438518365
-9.574444000897927	22.944030384285725
-35.69948335746216	-3.181008972278505
-22.79062669277249	9.72784769241116
-1.3296349371279916	31.18883944805566
-46.894320119744805	-14.375845734561153
-17.175832936108634	15.342641449075018
-25.210154747711783	7.308319637471868
-39.55895556107629	-7.040481175892637
-19.554519446338816	12.963954938844836
-82.10339272697223	-49.58491834178858
-23.45890603918582	9.059568345997832
-63.13841822092712	-30.61994383574347
-65.92124689313408	-33.40277250795043
-13.526910044621616	18.991564340562036
-19.73446900685434	12.784005378329311
-24.67615525585046	7.842319129333191
-41.671648278648206	-9.153173893464555
-13.702499896562074	18.815974488621578
-42.986972695578004	-10.468498310394352
-23.47241780382086	9.046056581362791
-34.28702081749128	-1.7685464323076303
-72.83867157995468	-40.320197194771026
-63.953337064061486	-31.434862678877835
-63.77969858045748	-31.261224195273826
-15.674880026058815	16.843594359124836
-43.24832756291056	-10.729853177726909
-28.701284943771896	3.817189441411756
-63.9786381805074	-31.46016379532375
-10.808488364445509	21.709986020738143
2.1032155447997525	34.621689929983404
-29.943274668837546	2.5751997163461056
-38.0825601454539	-5.564085760270245
-50.94838175311946	-18.42990736793581
-44.94765238435997	-12.429177999176318
-61.71529203150334	-29.196817646319687
-45.59447378068347	-13.07599939549982
-42.664104303917554	-10.145629918733903
-42.14315580601891	-9.624681420835259
-65.0096940252892	-32.491219640105555
-29.214318651383508	3.304155733800144
0.8057601734131481	33.3242345585968
-55.89155792162404	-23.37308353644039
-54.81270079186419	-22.294226406680536
-13.09636408022692	19.422110304956732
-15.023405643170406	17.495068742013245
-65.67416008238564	-33.15568569720199
-11.453819020467051	21.0646553647166
-34.73836205689207	-2.2198876717084204
-64.58755967356905	-32.069085288385395
-46.47820729401923	-13.959732908835576
-29.48439493121026	3.0340794539733906
-41.32229081538884	-8.803816430205188
-38.67656019291957	-6.158085807735915
-2.9535351585122385	29.564939226671413
-27.50874485933076	5.00972952585289
-82.61326129665161	-50.09478691146796
-43.062687267277795	-10.544212882094143
-25.635549245603613	6.882925139580038
-31.36434708348446	1.1541273016991909
-32.04388747138495	0.4745869137987029
6.027504644220755	38.54597902940441
-23.110806192028974	9.407668193154677
-25.05989734871895	7.458577036464703
-17.411320261407525	15.107154123776127
-26.76780188549077	5.750672499692882
-55.84104129153769	-23.32256690635404
-25.98792815260589	6.530546232577763
-36.69083439402078	-4.172360008837131
-42.61579893767106	-10.097324552487407
-5.705064961451569	26.813409423732082
-7.103523866722242	25.41495051846141
-16.587643440701356	15.930830944482295
-20.15267395655013	12.36580042863352
-29.87009414627886	2.6483802389047923
-45.56179787188506	-13.04332348670141
-44.12940005118202	-11.610925665998366
-31.968967153361007	0.5495072318226448
9.373126279288556	41.89160066447221
-59.749858701722985	-27.231384316539334
-37.34630855656491	-4.827834171381255
-33.354750870360874	-0.8362764851772226
-26.77790591215802	5.740568473025633
-65.85906497920718	-33.340590594023524
-27.885915098782277	4.632559286401374
-13.24710534701211	19.271369038171542
-38.03068118203868	-5.5122067968550255
-23.872939548976717	8.645534836206934
-63.97857875969697	-31.46010437451332
-25.069877341678364	7.448597043505288
-14.077116131416403	18.44135825376725
-1.7588452753456636	30.759629109837988
-39.94454269433976	-7.426068309156108
-51.148427879741064	-18.629953494557412
-31.952864781674577	0.5656096035090741
-6.0180642300887826	26.50041015509487
-24.657149395502927	7.861324989680725
-53.40119046305102	-20.88271607786737
-19.411067095277247	13.107407289906405
-32.08984140234446	0.42863298283918994
-41.49137305460812	-8.972898669424467
-11.416581061702743	21.10189332348091
-21.804405702806832	10.71406868237682
-14.408163002107756	18.110311383075896
-26.58882241147279	5.929651973710861
-1.5780955245622295	30.940378860621422
-58.77193202099937	-26.25345763581572
-31.568871292225083	0.9496030929585686
-56.87487080060731	-24.35639641542366
-33.01532966459257	-0.49685527940891916
-29.032987712952888	3.4854866722307634
4.252712512223809	36.77118689740746
-3.1501703333028104	29.36830405188084
-26.78256157770869	5.735912807474961
-15.719960783176646	16.798513602007006
-8.37479726512305	24.1436771200606
17.899547425137428	50.41802181032108
-65.90612362122687	-33.38764923604322
-36.681668639158886	-4.1631942539752345
-24.32362827820674	8.194846106976911
-37.868691607856306	-5.350217222672654
-25.952146719556765	6.566327665626886
-41.75863975694432	-9.240165371760668
-23.211677899632775	9.306796485550876
-17.272098989776566	15.246375395407085
-95.24169018783635	-62.7232158026527
-38.00496492776932	-5.4864905425856705
6.208512132363978	38.72698651754763
-36.45369259385683	-3.9352182086731773
-35.275249572934115	-2.7567751877504634
-28.57040412720147	3.948070257982181
