Hads	Hf	deltaHads ref=-5.612994073482696	deltaHf ref=128.15405831192152
-5.7720698491320945	81.34410873923059	-0.15907577564939857	-46.809949572690925
-5.353323834366165	131.67094910592482	0.25967023911653087	3.5168907940033023
-5.3966070880996995	125.67845782187908	0.2163869853829965	-2.4756004900424387
-5.77271857811138	137.16609261115616	-0.15972450462868437	9.012034299234642
-5.868989622918889	105.695911620571	-0.25599554943619296	-22.45814669135052
-5.577987386670429	109.02011329817333	0.03500668681226671	-19.13394501374819
-5.781267679471057	91.13231764812963	-0.16827360598836094	-37.02174066379189
-5.431275088747498	94.37498478182545	0.18171898473519832	-33.77907353009607
-5.60751187405549	94.14212532707552	0.005482199427206069	-34.011932984846
-5.452063711767551	148.3695251782483	0.1609303617151454	20.21546686632678
-5.524368260288611	108.8278731628335	0.08862581319408491	-19.32618514908802
-5.171016606851481	181.32690531992654	0.44197746663121507	53.17284700800502
-5.767103566671722	140.53093956112514	-0.15410949318902567	12.37688124920362
-5.503185296081938	128.76983252315472	0.10980877740075812	0.6157742112332016
-5.824398681812454	121.94524386481669	-0.21140460832975805	-6.208814447104828
-5.622711207193788	140.81909994342868	-0.009717133711092174	12.665041631507165
-5.483798974368256	133.71309331262626	0.12919509911444038	5.559035000704739
-5.258893173537217	145.86632611521424	0.3541008999454789	17.71226780329272
-5.669130015478004	102.54752312713924	-0.0561359419953078	-25.606535184782274
-5.936162932543084	43.353352738011495	-0.32316885906038806	-84.80070557391002
-5.632685280404985	160.30947354810485	-0.019691206922288984	32.15541523618333
-5.613789130933583	138.83169823574428	-0.0007950574508868158	10.677639923822767
-5.271109163819347	156.07250783709168	0.3418849096633494	27.91844952517016
-5.71438770001987	122.8888930818199	-0.10139362653717399	-5.265165230101616
-5.447773517400492	147.55727650608458	0.16522055608220398	19.40321819416306
-5.207129866525065	168.06534560857585	0.4058642069576308	39.911287296654336
-5.404615037317853	169.9778640878544	0.20837903616484255	41.8238057759329
-5.781740445643663	94.60803358357452	-0.16874637216096744	-33.54602472834699
-5.261306190572213	129.75020208680132	0.3516878829104826	1.5961437748798062
-5.521026557020377	108.17862450708174	0.0919675164623186	-19.97543380483978
