Hads	Hf	deltaHads ref=-2.9516179999918677	deltaHf ref=-269.4238985847087
-2.851053000369575	-274.79548921774864	0.10056499962229282	-5.371590633039943
-2.776653536653612	-260.45210189896574	0.17496446333825588	8.971796685742959
-2.84029887750512	-271.0240537817928	0.1113191224867478	-1.6001551970841206
-2.9763392143067904	-255.5505159856167	-0.02472121431492269	13.873382599091997
-3.083465660107322	-284.9662481499468	-0.13184766011545435	-15.542349565238112
-2.9003113750950433	-276.09283938735297	0.05130662489682436	-6.668940802644272
-3.028701546776574	-278.2948820935632	-0.07708354678470641	-8.870983508854522
-2.9289253600290976	-291.7834365736837	0.022692639962770045	-22.359537988974978
-3.031975568505004	-296.23877594044336	-0.08035756851313636	-26.814877355734666
-3.2260245776269585	-309.77652949112877	-0.2744065776350908	-40.352630906420075
-2.7364308451651596	-264.3208847339828	0.21518715482670814	5.103013850725915
-3.036517557280604	-282.71799785368387	-0.0848995572887361	-13.294099268975174
-3.2132911438238807	-287.03895007685503	-0.261673143832013	-17.615051492146335
-2.785043158743065	-246.5206581715152	0.16657484124880284	22.903240413193487
-3.015778218745254	-271.06880518367524	-0.06416021875338629	-1.6449065989665428
-2.964687311614398	-260.02503618857645	-0.013069311622530222	9.398862396132245
-3.110142800374888	-292.6548851043785	-0.1585248003830202	-23.230986519669784
-2.990763361507561	-289.79588422313265	-0.039145361515693367	-20.37198563842395
-3.0180481533752754	-274.2722574667857	-0.06643015338340774	-4.84835888207698
-3.0171975690172985	-304.91529189840577	-0.06557956902543083	-35.491393313697074
-3.0574567763251252	-263.4102529248199	-0.10583877633325756	6.013645659888823
-3.0247851165477186	-285.4183863779396	-0.07316711655585095	-15.994487793230917
-2.9773352013435215	-274.3314124288082	-0.025717201351653785	-4.907513844099526
-3.0902350178803317	-285.08052714120726	-0.13861701788846403	-15.65662855649856
-2.954418265086133	-276.94401725740505	-0.0028002650942653418	-7.520118672696356
-3.0917642498388886	-283.83816338020597	-0.14014624984702095	-14.414264795497274
-2.7278576747048646	-229.0458235135343	0.22376032528700307	40.37807507117441
-2.6645752037875354	-245.1174755913474	0.28704279620433226	24.30642299336131
-2.89727538038278	-273.3684258872884	0.054342619609087706	-3.944527302579729
-2.78325269598281	-267.031682129211	0.16836530400905758	2.392216455497703
-2.6805973305599764	-218.87963224568847	0.2710206694318913	50.544266339020226
-3.0058858998236246	-290.143925125572	-0.05426789983175695	-20.72002654086333
-2.9804150846903212	-282.4076174759029	-0.028797084698453546	-12.9837188911942
-2.9510567417019047	-255.71065810822745	0.000561258289963007	13.713240476481246
-3.0092501895851456	-276.60142961972235	-0.05763218959327787	-7.177531035013658
-3.1240299352793954	-285.4019980325504	-0.17241193528752774	-15.978099447841714
-3.146221073635388	-285.50064464326334	-0.19460307364352047	-16.076746058554647
-2.8112718022312038	-249.87805028478647	0.14034619776066393	19.545848299922227
-3.179357616172638	-286.9133488199238	-0.2277396161807701	-17.489450235215088
-3.1311956567224115	-316.9356113120163	-0.17957765673054382	-47.51171272730761
-2.8761172831291333	-246.9453669061266	0.07550071686273441	22.4785316785821
-3.0900758161442354	-278.1838976620426	-0.13845781615236774	-8.75999907733393
-2.9316260219784454	-259.8941925708423	0.01999197801342234	9.529706013866416
-2.8036723961122334	-275.405348646192	0.1479456038796343	-5.981450061483315
-2.9060168040450662	-264.9037151014331	0.045601195946801454	4.520183483275616
-2.8442273561959155	-264.38903290217786	0.1073906437959522	5.034865682530835
-2.9714256448787637	-263.322057981187	-0.019807644886896014	6.10184060352168
-2.79077774687903	-248.7686685811533	0.16084025311283767	20.655230003555403
-3.1512092952034436	-297.3991469808014	-0.19959129521157593	-27.975248396092695
-2.8970925958128646	-270.3408133537047	0.05452540417900309	-0.91691476899598
-2.790678695891984	-265.91389547644707	0.16093930409988388	3.5100031082616283
-2.9998543481342494	-277.4556917016336	-0.04823634814238176	-8.031793116924916
-2.9711278639151715	-278.12819083578984	-0.019509863923303783	-8.704292251081142
-2.9272017766488716	-285.73947236659893	0.02441622334299609	-16.315573781890237
-3.012976318364963	-270.09112812768547	-0.061358318373095244	-0.6672295429767701
-3.0287720993510447	-259.99987835734896	-0.07715409935917705	9.424020227359733
-3.1278605766710825	-272.0142805489408	-0.17624257667921484	-2.590381964232108
-2.794326283328701	-245.9478531219831	0.15729171666316688	23.476045462725608
-2.7961546272272244	-251.86595747498825	0.15546337276464328	17.557941109720446
-3.0814662645570934	-275.7569443039716	-0.1298482645652257	-6.333045719262884
-2.7294750531436875	-236.2267753720762	0.22214294684818015	33.197123212632505
-2.738951171282679	-241.8303406856249	0.21266682870918885	27.593557899083805
-3.0587595123797655	-295.33596599793435	-0.10714151238789782	-25.912067413225657
-3.115383654308971	-286.8825369931635	-0.16376565431710333	-17.458638408454817
-3.022421505243983	-279.0362939531257	-0.07080350525211543	-9.612395368417026
-3.038179214228876	-253.82798480744708	-0.08656121423700824	15.595913777261615
-3.211256454407703	-318.6565418627615	-0.25963845441583544	-49.23264327805282
-3.015368333843071	-293.7810392970068	-0.06375033385120332	-24.357140712298133
-2.915019657695666	-267.6915799964851	0.036598342296201736	1.7323185882236203
-2.8496382862213068	-249.6667679624789	0.10197971377056092	19.757130622229795
-2.9787918911897577	-290.7561292850126	-0.027173891197890043	-21.33223070030391
-2.827381619485095	-255.63862188177734	0.12423638050677255	13.785276702931355
-2.752047685207799	-256.6195733250265	0.19957031478406861	12.804325259682173
-2.9657322720158845	-273.45828207983556	-0.014114272024016827	-4.0343834951268605
-3.077200007508509	-287.00565270255146	-0.12558200751664117	-17.581754117842763
-2.8389092510333285	-273.6155760689701	0.11270874895853922	-4.19167748426139
-2.830296099476982	-269.55860225142123	0.12132190051488578	-0.13470366671253942
-2.8176082017016597	-240.95026137109102	0.13400979829020798	28.47363721361768
-2.9112113115843385	-273.105613698513	0.040406688407529145	-3.68171511380433
-2.8875964946928434	-266.84526384539873	0.06402150529902428	2.578634739309962
-2.976055989332963	-266.7808112733713	-0.02443798934109509	2.6430873113374105
-3.074173901870381	-290.4829118344303	-0.1225559018785134	-21.059013249721602
-3.0625319273676723	-303.62358194833115	-0.11091392737580463	-34.199683363622455
-2.88904559466755	-271.17833521967555	0.06257240532431751	-1.7544366349668508
-2.936003142152913	-268.10437588910617	0.015614857838954777	1.3195226956025294
-3.040991461952217	-284.69204315467806	-0.08937346196034923	-15.268144569969365
-2.823853065026924	-251.00283771971033	0.12776493496494368	18.421060864998367
-3.0819079219945706	-269.5130151346755	-0.13028992200270295	-0.08911654996683183
-2.8859192104428075	-270.6066059616584	0.06569878954906017	-1.1827073769496792
-2.891640472866129	-292.63878372655347	0.05997752712573856	-23.214885141844775
-2.987795416964218	-277.43173261394304	-0.03617741697235033	-8.007834029234346
-2.7766950676450506	-220.37049271982914	0.1749229323468171	49.05340586487955
-2.9969291148590855	-288.2329676780573	-0.04531111486721784	-18.809069093348626
-2.955882490845397	-258.0641457856507	-0.0042644908535294235	11.359752799058015
-2.6746435412205756	-252.07275407287767	0.2769744587712921	17.351144511831023
-3.11873939295765	-304.00190923310373	-0.16712139296578243	-34.578010648395036
-2.824333501223009	-253.74397693610973	0.1272844987688586	15.679921648598963
-2.7700703808804974	-241.959650561028	0.1815476191113703	27.464248023680682
-2.75165204674704	-261.8226215590163	0.1999659532448277	7.601277025692411
-2.931894554232713	-254.5094523201093	0.019723445759154856	14.914446264599405
-3.119118045025971	-290.5622582113977	-0.1675000450341031	-21.13835962668901
-2.7077746942522936	-259.0709788529997	0.24384330573957413	10.352919731708994
-3.0191412895801477	-259.4332545857179	-0.06752328958828002	9.990643998990777
-3.0787192610441707	-265.3054230366799	-0.12710126105230302	4.118475548028812
-2.8471423780429177	-242.20784912958248	0.10447562194894999	27.21604945512621
-3.1537121165310964	-277.1040265321829	-0.2020941165392287	-7.680127947474205
-3.279562610958237	-293.62453149864194	-0.3279446109663695	-24.200632913933248
-2.9565118046011776	-244.7167624197695	-0.004893804609309882	24.707136164939186
-3.1704680582042783	-288.3745919834941	-0.21885005821241066	-18.950693398785404
-2.9796066416893154	-268.7804264922842	-0.027988641697447747	0.6434720924244743
-3.107559382217005	-322.41921373477254	-0.1559413822251372	-52.995315150063846
-2.6981305851368234	-241.20630658328747	0.25348741485504434	28.217592001421224
-2.990682855946943	-296.2795582009117	-0.03906485595507547	-26.855659616203013
-2.9775353290024213	-264.74028279584195	-0.025917329010553658	4.683615788866746
-3.0007481639040634	-267.8459423696829	-0.04913016391219571	1.5779562150257789
-2.7789336194400676	-263.6892386810017	0.17268438055180013	5.734659903706984
-3.039327686652541	-295.20927674204904	-0.08770968666067347	-25.785378157340347
-2.897790617775172	-260.39161144697783	0.053827382216695696	9.032287137730862
-2.9497174257412553	-274.13155173050103	0.001900574250612408	-4.707653145792335
-3.0234711868688464	-272.66422288994255	-0.07185318687697873	-3.2403243052338553
-2.820508313656319	-276.05384193474936	0.13110968633554876	-6.629943350040662
-3.0116656947066076	-263.78158221750704	-0.06004769471473992	5.6423163672016585
-3.003137418127153	-281.2708048842473	-0.05151941813528538	-11.846906299538603
-2.715126206690911	-257.0330201161356	0.2364917933009565	12.390878468573078
-3.208524852874689	-295.2372257389299	-0.2569068528828211	-25.813327154221213
-3.2832079451764002	-293.9764845329504	-0.33158994518453255	-24.5525859482417
-2.8832759371143766	-265.68120228934663	0.06834206287749112	3.742696295362066
-3.100760597444605	-281.8897568707828	-0.1491425974527374	-12.46585828607408
-3.041574784379918	-266.048944910925	-0.08995678438805044	3.3749536737836934
-2.952910038351547	-245.62917482708986	-0.0012920383596792817	23.79472375761884
-2.9961802942561917	-260.7697700588529	-0.04456229426432401	8.65412852585581
-2.773214213550091	-221.27055541199286	0.1784037864417769	48.153343172715836
-3.1375427657621913	-285.0808797301561	-0.18592476577032357	-15.65698114544739
-3.1552360228961334	-271.8364421876712	-0.20361802290426567	-2.4125436029625007
-2.91787291894434	-247.51003015116532	0.03374508104752749	21.91386843354337
-3.1163148620398715	-294.99048021948994	-0.16469686204800382	-25.566581634781244
-3.0688980365521275	-298.0607559796145	-0.11728003656025976	-28.636857394905803
-2.88368724740576	-272.48609257886187	0.0679307525861077	-3.0621939941531764
-2.9851879691705108	-285.863949538494	-0.03356996917864308	-16.440050953785317
-3.070700744225178	-285.56482162191924	-0.11908274423331022	-16.14092303721054
-3.0263995138229802	-266.8558909045816	-0.07478151383111253	2.5680076801270957
-2.9244444853975438	-296.50888259810705	0.027173514594323933	-27.084984013398355
-2.9747257112176158	-277.2246332657805	-0.023107711225748062	-7.800734681071788
-3.1565276235342026	-274.27871777786953	-0.20490962354233488	-4.854819193160836
-3.0829830255825073	-287.8241501421221	-0.13136502559063956	-18.400251557413412
-3.1644989581545815	-298.93852199230713	-0.2128809581627138	-29.514623407598435
-3.2509736177744344	-284.6106775230442	-0.2993556177825667	-15.186778938335522
-2.6594332307577133	-242.4139776915215	0.2921847692341544	27.0099208931872
-3.0255381969036534	-285.2987863089206	-0.07392019691178575	-15.87488772421193
-3.01305924722692	-288.36892845675146	-0.06144124723505229	-18.945029872042767
