Hf	deltaHf ref=287.7477644979684
279.09328045495414	-8.654484043014236
275.06581822943036	-12.681946268538013
277.4230593575797	-10.324705140388687
324.43068531516684	36.682920817198465
271.939301061708	-15.808463436260354
267.98230723370426	-19.765457264264114
272.23340298063914	-15.514361517329235
258.1697109318214	-29.57805356614699
258.2118804230143	-29.535884074954083
259.7265083853293	-28.021256112639094
263.6234688073185	-24.124295690649888
298.16081980963855	10.413055311670178
282.7559684531464	-4.991796044821967
304.88380335424364	17.136038856275263
295.0385780064701	7.290813508501742
296.02676809198084	8.279003594012465
273.4193683827928	-14.328396115175565
276.9615912013126	-10.786173296655761
253.7702856255949	-33.97747887237347
237.65090418081883	-50.09686031714955
319.16716945544096	31.41940495747258
277.18604525928305	-10.561719238685328
279.20070306518966	-8.547061432778719
270.6037995788377	-17.143964919130667
291.3888871677212	3.6411226697528036
306.0474760820819	18.29971158411354
311.01591464170116	23.268150143732782
265.45175247462095	-22.29601202334743
277.0530318855038	-10.694732612464577
287.20780703296106	-0.5399574650073191
302.30010024181894	14.552335743850563
272.332327065293	-15.41543743267539
288.9576697784235	1.209905280455132
305.2074381254809	17.45967362751253
274.82992723387935	-12.91783726408903
275.2689433084327	-12.478821189535665
290.07491756502924	2.3271530670608627
309.2503966530515	21.50263215508312
284.2139481826619	-3.533816315306467
257.5248171513252	-30.222947346643195
324.63433180858766	36.886567310619284
297.3429294634573	9.595164965488948
287.58938966784837	-0.1583748301200103
264.1217099809167	-23.62605451705167
282.76918936526846	-4.978575132699916
242.4273095595002	-45.320454938468174
285.2926752641527	-2.45508923381567
291.4111592438297	3.6633947458612965
277.96961700724415	-9.778147490724223
302.91911783479947	15.171353336831089
287.71868365683105	-0.029080841137329116
283.41646312567383	-4.331301372294547
273.63941717912013	-14.108347318848246
270.14729173635925	-17.600472761609126
309.76392703075754	22.016162532789167
313.1044617893079	25.356697291339515
311.743624873476	23.99586037550762
322.08495978046477	34.337195282496396
290.40021543955874	2.6524509415903594
306.1184589876669	18.370694489698508
315.64609482872976	27.898330330761382
283.0509058292394	-4.696858668728964
260.20577055373207	-27.54199394423631
288.12510046124436	0.37733596327598207
285.89440863920237	-1.8533558587660082
302.4028673673186	14.65510286935023
248.22508842646704	-39.52267607150134
260.94257346267324	-26.805191035295138
269.7307876713624	-18.01697682660597
276.531967280944	-11.215797217024374
288.25678315323813	0.509018655269756
292.61135612511345	4.86359162714507
267.3556707291012	-20.3920937688672
277.9115182849512	-9.836246213017148
267.1636817362617	-20.584082761706668
267.0851180806515	-20.662646417316864
269.50741371463147	-18.240350783336908
300.2907612408911	12.542996742922696
266.5716082366146	-21.176156261353754
292.6284825849892	4.880718087020796
286.7182156787915	-1.0295488191768527
283.74046992459836	-4.007294573370018
255.1746707449659	-32.57309375300247
295.8173545689809	8.069590071012499
313.50971228361806	25.76194778564968
282.372231436066	-5.375533061902388
311.1608046707136	23.41304017274524
318.84082721194346	31.093062713975087
276.85565318732034	-10.892111310648033
247.51436885948561	-40.23339563848276
282.64592823050253	-5.101836267465842
333.1495744355364	45.40180993756803
246.07000083936356	-41.67776365860482
296.3235583449153	8.575793846946908
278.3313386257235	-9.416425872244872
269.9540903136388	-17.793674184329575
284.1253898063463	-3.622374691622099
301.07414240783174	13.326377909863368
272.6424391827334	-15.10532531523495
301.15907862596424	13.411314127995865
298.92696823396756	11.179203735999181
264.99845519407455	-22.749309303893824
294.47245607499127	6.724691577022895
293.56809394422663	5.820329446258256
334.32562643673947	46.57786193877109
295.6998974986221	7.952133000653703
308.8027227364094	21.05495823844103
311.58710957769864	23.839345079730265
285.70078797520756	-2.046976522760815
304.1062508901253	16.35848639215692
256.666617336656	-31.0811471613124
289.8614600273889	2.113695529420511
268.25075050108927	-19.497013996879105
315.75076967868	28.003005180711625
303.2739249879981	15.526160490029724
270.0380312755172	-17.709733222451177
262.7657481216905	-24.982016376277898
277.9980322900395	-9.7497322079289
283.69124171417417	-4.0565227837942075
277.8044014835926	-9.943363014375791
250.65094686017466	-37.09681763779372
312.41829437276675	24.670529874798376
291.6467965023642	3.899032004395849
275.3749797713702	-12.372784726598184
271.3831244612541	-16.364640036714263
304.12489359121747	16.377129093249096
277.15692851826526	-10.590835979703115
292.5988803383828	4.851115840414423
315.2361164962661	27.48835199829773
328.1278140163361	40.38004951836774
299.64249255811075	11.89472806014237
336.7922353511115	49.04447085314314
282.09124860482035	-5.6565158931480255
301.77753362719005	14.029769129221677
338.60196188951005	50.854197391541675
259.9094114364728	-27.83835306149558
229.90811807845813	-57.839646419510245
261.3242075063193	-26.423556991649093
258.8650463547695	-28.882718143198872
274.2289782752362	-13.51878622273216
298.30155980432966	10.55379530636128
264.6282294288124	-23.119535069155972
266.16462004069973	-21.583144457268645
298.98941309897265	11.241648601004272
297.08609519855446	9.338330700586084
275.247281195467	-12.50048330250138
310.4624339137684	22.714669415800017
271.46661276815786	-16.281151729810517
252.0098613386238	-35.73790315934457
264.3920837904173	-23.355680707551073
258.98340144290916	-28.76436305505922
300.4382888439307	12.69052434596233
276.46530530667434	-11.282459191294038
289.7896517131033	2.0418872151349206
238.74012374259684	-49.00764075537154
268.7670045336002	-18.98075996436819
259.0762956218553	-28.671468876113067
286.040097644642	-1.7076668533263728
264.6299712604835	-23.117793237484875
292.0755049920138	4.327740494045429
247.23867072387867	-40.509093774089706
246.28836111120683	-41.45940338676155
303.6402529501814	15.892488452213001
269.63069238703093	-18.117072110937443
285.39110302691034	-2.3566614710580325
281.86796547657497	-5.87979902139341
286.2520075464002	-1.4957569515681826
316.0492488129551	28.301484314986737
287.7285641752845	-0.019200322683900595
286.85946575599	-0.8882987419783603
308.3318790443903	20.584114546421915
292.98978624106013	5.242021743091755
265.8746569113594	-21.873107586608967
262.96250539411477	-24.785259103853605
335.1881953953437	47.440430897375336
308.4949142249555	20.747149726987118
263.76522131044686	-23.982543187521514
270.9762699034057	-16.771494594562682
348.3352972736196	60.5875327756512
299.62843733880646	11.880672840838088
294.1766640769659	6.428899578997516
282.4774531716851	-5.270311326283263
300.0151406821554	12.267376184187015
297.1190560296839	9.371291531715542
305.2029627466275	17.455198248659144
294.760795376644	7.013030878675636
307.3780267619607	19.630262263992336
291.8454137437532	4.097649245784851
325.24211284544646	37.49434834747808
257.748497817682	-29.999266680286382
306.8922134556654	19.144448957697023
249.0654969221526	-38.682267575815786
266.8971254529627	-20.850639045005664
305.4910212510752	17.743256753106834
287.608988735143	-0.1387757628253894
267.5728242166827	-20.17494028128567
304.3666403878472	16.618875889878836
310.63820282923035	22.890438331261976
321.73852642742196	33.99076192945358
279.2638394127301	-8.483925085238297
269.91441201947083	-17.833352478497545
271.89365276668315	-15.85411173128523
280.7719996620165	-6.97576483595185
297.1109993143785	9.363234816410113
286.61242789605086	-1.1353366019175155
279.7093779450682	-8.038386552900192
328.1240038781419	40.3762393801735
277.9309050702744	-9.816859427693998
270.4595165472877	-17.28824795068067
283.75042323612644	-3.997341261841939
283.2472797809772	-4.5004847169911955
279.5790780477276	-8.168686450240784
282.8698503840881	-4.8779141138802515
279.9349350118303	-7.812829486138071
257.6610648947556	-30.086699603212764
288.05253782423307	0.30477332626469433
272.00914451942873	-15.738619978539646
305.2622477390999	17.51448324113153
287.6773666837419	-0.07039781422645319
277.5386977507172	-10.2090667472512
279.9613891582433	-7.786375339725055
288.6525369694594	0.9047724714910146
289.94026760680055	2.1925031088321703
319.0840262892328	31.336261791264405
252.76968342661195	-34.97808107135643
269.0762848512698	-18.67147964669857
283.97623215166305	-3.771532346305321
289.28606906674605	1.5383045687776757
297.6790307863287	9.931266288360348
300.463163158742	12.715398660773644
284.70111751188443	-3.0466469860839425
305.67026408107114	17.922499583102763
270.328271046996	-17.419493450972368
317.79752229141224	30.04975779344386
306.51492737712607	18.767162879157695
283.52508948101814	-4.222675016950234
318.3170528809881	30.56928838301974
282.5635625156886	-5.184201982279774
297.0591112308778	9.311346732909442
316.5844459449457	28.83668144697731
291.4613287171399	3.7135642191715306
311.52139945855225	23.773634960583877
306.41727813692916	18.66951363896078
253.94497303274903	-33.80279146521934
344.84443600141304	57.09667150344467
269.59104157331086	-18.156722924657515
343.81307338025573	56.065308882287354
366.12899324370875	78.38122874574037
283.7065622994872	-4.041202198481187
310.64074444723	22.892979949261644
271.712599003515	-16.035165494453395
270.16755879178737	-17.580205706181005
277.80937624794234	-9.938388250026037
302.32039362528513	14.572629127316759
294.2047510858559	6.4569865878875135
275.8350656815622	-11.912698816406191
257.9467819513541	-29.80098254661425
331.8533959410582	44.105631443089806
284.97613712382946	-2.771627374138916
313.29753263900267	25.549768141034292
343.2704884109865	55.522723913018126
274.222899336661	-13.524865161307389
281.966990975054	-5.780773522914387
295.7405568275156	7.992792329547228
293.2687664498829	5.5210019519145135
282.3742538580139	-5.373510639954475
272.5922793480734	-15.155485149894957
290.2670208503426	2.5192563523742137
297.44044428583794	9.692679787869565
295.7260354261983	7.978270928229904
255.69906528003258	-32.04869921793579
292.67167314059253	4.923908642624156
288.5955105852502	0.8477460872818483
322.0148561724366	34.26709167446825
292.3164994906859	4.568734992717509
263.9833953470682	-23.764369150900166
286.1808418274762	-1.566922670492204
275.83463013955253	-11.913134358415846
265.5519939834797	-22.195770514488686
300.4053445393968	12.657580041428446
281.97370940709	-5.774055090878392
296.05644137977134	8.308676881802967
273.1400418287688	-14.607722669199575
303.28287746013876	15.535112962170388
276.41239716617775	-11.335367331790621
321.13449537898333	33.386730881014955
322.5580255104599	34.81026101249154
309.14970647450747	21.401941976539092
294.1404301159949	6.392665618026513
298.05853332326143	10.310768825293053
252.3537646352509	-35.393999862717465
300.8469791703995	13.099214672431117
300.5318299826925	12.784065484724124
310.78429475511285	23.036530257144477
285.3383414063449	-2.4094230916234665
297.98723406065466	10.239469562686281
266.5408250463245	-21.206939451643848
296.9914482531188	9.243683755150414
291.3720047785776	3.6242402806092286
297.218407926501	9.47064342853264
282.4865638848008	-5.261200613167603
299.4944825792648	11.746718081296422
