Hf	deltaHf ref=-153.42851236600325
-176.00021894409508	-22.571706578091835
-160.2226558751812	-6.794143509177957
-155.7389224456805	-2.31041007967724
-134.75688476266293	18.671627603340312
-164.0996591412935	-10.671146775290254
-163.73623875907867	-10.307726393075427
-187.08030550172623	-33.65179313572298
-182.98990824656573	-29.561395880562486
-166.9516729814153	-13.523160615412053
-147.4951346433321	5.933377722671139
-172.77829211581627	-19.349779749813024
-122.57134485311178	30.857167512891465
-148.25692803224445	5.171584333758801
-166.27964899502183	-12.851136629018583
-149.24141152399022	4.187100842013024
-142.3512477538119	11.077264612191357
-152.93483855045122	0.4936738155520288
-139.7359293343419	13.692583031661343
-175.8364773411107	-22.40796497510746
-203.37281673367613	-49.944304367672885
-124.57530298496783	28.853209381035413
-146.03367039767397	7.394841968329274
-149.78417959584692	3.644332770156325
-160.15259530965193	-6.724082943648682
-134.2602288178117	19.16828354819154
-132.9122913473642	20.516221018639044
-133.81486807835824	19.613644287645002
-195.15279503810814	-41.72428267210489
-159.35054224126577	-5.922029875262524
-168.81203230241442	-15.383519936411176
-169.8719032267203	-16.443390860717045
-140.16984904990602	13.258663316097227
-146.43227683197836	6.9962355340248905
-150.0720489960171	3.356463369986159
-157.9319552870969	-4.503442921093665
-148.15324844628992	5.275263919713325
-143.57396001700033	9.854552349002915
-149.55046344352957	3.878048922473681
-132.75981027863816	20.66870208736509
-166.05707592126635	-12.6285635552631
-123.30154845800496	30.126963907998288
-134.58203276982601	18.846479596177232
-175.49669590516203	-22.06818353915878
-166.8314513170866	-13.402938951083343
-156.47528729900148	-3.0467749329982325
-196.04628560030903	-42.61777323430579
-152.66557558570128	0.7629367803019704
-151.32568268670946	2.102829679293791
-142.37861545542034	11.049896910582902
-141.7704696505774	11.658042715425836
-149.3918768050156	4.036635560987634
-171.12085822299775	-17.692345856994507
-137.84250696317247	15.586005402830779
-165.39745521103976	-11.968942845036509
-128.520710965788	24.90780140021525
-114.3694899905189	39.059022375484346
-112.6925887530764	40.735923612926854
-130.73019160433103	22.69832076167222
-152.43160174560978	0.9969106203934643
-119.39417391914537	34.03433844685787
-119.64689726163704	33.78161510436621
-179.33378021731403	-25.905267851310782
-169.45762503948424	-16.029112673480995
-149.53557123052667	3.892941135476576
-157.81018498495757	-4.381672618954326
-147.2688156751923	6.159696690810961
-171.73228724231956	-18.30377487631631
-167.9896437354422	-14.561131369438954
-183.97241806912132	-30.54390570311807
-203.64677968837566	-50.21826732237241
-140.74609569395614	12.682416672047111
-145.4098374586705	8.018674907332752
-169.8206242309774	-16.39211186497414
-152.30704515400646	1.1214672119967872
-173.89642168070202	-20.467909314698773
-166.46380405977322	-13.035291693769977
-183.658163172115	-30.22965080611175
-171.14669224951137	-17.718179883508128
-173.6842267873384	-20.255714421335142
-129.7206461765694	23.707866189433844
-169.07013086821314	-15.641618502209894
-144.74497716685653	8.683535199146718
-154.56503183235543	-1.1365194663521834
-138.6571397964675	14.771372569535743
-131.5576649331873	21.870847432815935
-145.55482330065058	7.873689065352664
-128.4400683682128	24.988443997790455
-100.25830811360572	53.170204252397525
-179.48946784910584	-26.06095548310259
-181.47101179576782	-28.042499429764575
-161.11947157320753	-7.690959207204287
-128.8559495678004	24.572562798202853
-189.82382248450665	-36.3953101185034
-153.7994977005677	-0.37098533456446603
-171.34195719706838	-17.913444831065135
-160.3311034032762	-6.902591037272941
-149.97628926173854	3.4522231042647036
-148.11136943578674	5.317142930216505
-161.27074721567112	-7.842234849667875
-149.44558376277053	3.982928603232722
-133.08047930661485	20.3480330593884
-195.98413266379282	-42.555620297789574
-130.6558479182371	22.772664447766147
-152.46308640235873	0.9654259636445204
-134.99675316444552	18.431759201557725
-147.56469833460358	5.86381403139967
-117.5111149169337	35.91739744906954
-131.28890175581398	22.139610610189266
-165.76244573275687	-12.333933366753627
-139.9323918420945	13.496120523908758
-178.46655158514693	-25.038039219143684
-163.35087412692735	-9.922361760924105
-161.77301611183282	-8.34450374582957
-132.44035262806062	20.988159737942624
-137.00031045292633	16.42820191307692
-183.22085017286952	-29.79233780686627
-161.70569042099885	-8.277178054995602
-179.38870548156626	-25.960193115563015
-160.4684542820272	-7.039941916023963
-149.60038438549452	3.828127980508725
-184.8600903569262	-31.43157799092296
-145.59859096655634	7.829921399446903
-155.84795790063288	-2.419445534629631
-162.87159580716468	-9.443083441161434
-142.18954387690826	11.238968489094987
-118.52636054464745	34.9021518213558
-172.36173228339828	-18.933219917395036
-146.4473284789077	6.98118388709554
-110.85050077581616	42.57801159018709
-116.88210812070827	36.54640424529498
-139.87645082373126	13.552061542271986
-139.54506313563104	13.883449230372207
-159.7003710792436	-6.271858713240363
-164.13000022092672	-10.70148785492347
-115.17065737230075	38.257854993702495
-144.61671128235537	8.811801083647879
-203.97814966280782	-50.549637296804576
-183.0264881371644	-29.597975771161146
-176.40052483509714	-22.972012469093897
-163.66844069444994	-10.239928328446695
-141.60390305250837	11.824609313494875
-181.68601650424023	-28.257504138236982
-160.0117314798357	-6.583219113832456
-137.93810396089464	15.49040840510861
-149.15668506595318	4.271827300050063
-134.47104538003111	18.957466985972133
-102.80466354792077	50.62384881808248
-160.20030086134864	-6.77178849534539
-177.00318829579408	-23.57467592979083
-131.5358757786547	21.892636587348534
-176.5682720980643	-23.139759732061066
-146.3147697367625	7.113742629240733
-165.6693463014766	-12.240833935473347
-159.9940475172574	-6.565535151254153
-187.64918003342825	-34.220667667425005
-171.06582089371875	-17.637308527715504
-179.36048229716323	-25.931969931159983
-159.93473874721747	-6.506226381214219
-188.0137215235976	-34.58520915759436
-135.32479006651045	18.1037222994928
-175.56272354156897	-22.134211175565724
-179.21837465628994	-25.789862290286692
-149.83000865537394	3.598503710629302
-162.96539602291375	-9.536883656910504
-168.1974224768295	-14.768910110826255
-143.83339185063448	9.595120515368762
-145.83044924033527	7.598063125667977
-112.99743798853376	40.431074377469486
-136.9369223408379	16.49159002516535
-152.87790738167894	0.550604984324309
-146.77295479787642	6.655557568126824
-138.6735489975348	14.754963368468452
-160.13778818906064	-6.709275823057396
-158.75805558282661	-5.329543216823367
-110.78620766910387	42.64230469689937
-138.19169837505103	15.236813990952214
-174.7085405603524	-21.280028194349143
-166.70621102972143	-13.277698663718184
-87.97386447576935	65.4546478902339
-155.1429334944063	-1.7144211284030462
-142.64218525446847	10.786327111534774
-142.13278808527173	11.29572428073152
-159.87529295474303	-6.446780588739784
